filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro
esm2_3B_results.tsv	ec_numbers	0.530	75168.000	3.724	0.135	0.200	0.964	0.950	0.995	0.135	0.200	0.957	0.241	0.965	0.949	0.957
esm2_3B_results.tsv	ec_numbers	0.540	75154.000	3.723	0.133	0.201	0.964	0.949	0.995	0.133	0.201	0.957	0.241	0.966	0.949	0.957
esm2_3B_results.tsv	ec_numbers	0.550	75144.000	3.721	0.131	0.203	0.965	0.949	0.994	0.131	0.203	0.957	0.241	0.966	0.948	0.957
esm2_3B_results.tsv	ec_numbers	0.560	75133.000	3.720	0.130	0.204	0.965	0.948	0.994	0.130	0.204	0.957	0.242	0.966	0.948	0.957
esm2_3B_results.tsv	ec_numbers	0.570	75120.000	3.719	0.128	0.205	0.965	0.948	0.994	0.128	0.205	0.957	0.242	0.967	0.948	0.957
esm2_3B_results.tsv	ec_numbers	0.580	75108.000	3.717	0.126	0.207	0.965	0.948	0.994	0.126	0.207	0.957	0.242	0.967	0.947	0.957
esm2_3B_results.tsv	ec_numbers	0.590	75101.000	3.716	0.125	0.208	0.966	0.947	0.994	0.125	0.208	0.957	0.242	0.968	0.947	0.957
esm2_3B_results.tsv	ec_numbers	0.600	75094.000	3.715	0.123	0.209	0.966	0.947	0.994	0.123	0.209	0.956	0.243	0.968	0.947	0.957
esm2_3B_results.tsv	ec_numbers	0.610	75079.000	3.713	0.121	0.211	0.966	0.947	0.994	0.121	0.211	0.956	0.243	0.968	0.946	0.957
esm2_3B_results.tsv	ec_numbers	0.620	75061.000	3.712	0.119	0.212	0.967	0.946	0.993	0.119	0.212	0.957	0.243	0.969	0.946	0.957
esm2_3B_results.tsv	ec_numbers	0.630	75046.000	3.710	0.118	0.214	0.967	0.946	0.993	0.118	0.214	0.956	0.244	0.969	0.946	0.957
esm2_3B_results.tsv	ec_numbers	0.640	75033.000	3.708	0.116	0.216	0.967	0.946	0.993	0.116	0.216	0.956	0.245	0.970	0.945	0.957
esm2_3B_results.tsv	ec_numbers	0.650	75023.000	3.707	0.115	0.217	0.968	0.945	0.993	0.115	0.217	0.956	0.246	0.970	0.945	0.957
esm2_3B_results.tsv	ec_numbers	0.660	75005.000	3.705	0.113	0.219	0.968	0.945	0.993	0.113	0.219	0.956	0.247	0.970	0.944	0.957
esm2_3B_results.tsv	ec_numbers	0.670	74990.000	3.703	0.111	0.221	0.968	0.944	0.992	0.111	0.221	0.956	0.247	0.971	0.944	0.957
esm2_3B_results.tsv	ec_numbers	0.680	74974.000	3.701	0.110	0.223	0.969	0.944	0.992	0.110	0.223	0.956	0.248	0.971	0.943	0.957
esm2_3B_results.tsv	ec_numbers	0.690	74948.000	3.699	0.109	0.225	0.969	0.943	0.992	0.109	0.225	0.956	0.249	0.971	0.943	0.957
esm2_3B_results.tsv	ec_numbers	0.700	74929.000	3.697	0.107	0.227	0.969	0.943	0.992	0.107	0.227	0.956	0.251	0.972	0.942	0.957
esm2_3B_results.tsv	ec_numbers	0.710	74908.000	3.696	0.105	0.228	0.969	0.942	0.991	0.105	0.228	0.956	0.252	0.972	0.942	0.957
esm2_3B_results.tsv	ec_numbers	0.720	74891.000	3.694	0.103	0.230	0.970	0.942	0.991	0.103	0.230	0.956	0.252	0.973	0.941	0.957
esm2_3B_results.tsv	ec_numbers	0.730	74865.000	3.691	0.102	0.233	0.970	0.941	0.991	0.102	0.233	0.955	0.254	0.973	0.941	0.957
esm2_3B_results.tsv	ec_numbers	0.740	74842.000	3.689	0.100	0.235	0.971	0.941	0.990	0.100	0.235	0.955	0.255	0.973	0.940	0.957
esm2_3B_results.tsv	ec_numbers	0.750	74816.000	3.687	0.099	0.237	0.971	0.940	0.990	0.099	0.237	0.955	0.257	0.974	0.940	0.956
esm2_3B_results.tsv	ec_numbers	0.760	74792.000	3.685	0.097	0.239	0.971	0.939	0.990	0.097	0.239	0.955	0.258	0.974	0.939	0.956
esm2_3B_results.tsv	ec_numbers	0.770	74769.000	3.682	0.095	0.242	0.972	0.939	0.989	0.095	0.242	0.955	0.260	0.975	0.938	0.956
esm2_3B_results.tsv	ec_numbers	0.780	74739.000	3.680	0.094	0.244	0.972	0.938	0.989	0.094	0.244	0.955	0.261	0.975	0.938	0.956
esm2_3B_results.tsv	ec_numbers	0.790	74716.000	3.677	0.092	0.247	0.972	0.937	0.989	0.092	0.247	0.955	0.264	0.975	0.937	0.956
esm2_3B_results.tsv	ec_numbers	0.800	74690.000	3.675	0.091	0.249	0.973	0.937	0.988	0.091	0.249	0.954	0.265	0.976	0.937	0.956
esm2_3B_results.tsv	ec_numbers	0.810	74662.000	3.672	0.089	0.252	0.973	0.936	0.988	0.089	0.252	0.954	0.267	0.976	0.936	0.956
esm2_3B_results.tsv	ec_numbers	0.820	74635.000	3.669	0.087	0.255	0.974	0.935	0.988	0.087	0.255	0.954	0.269	0.977	0.935	0.955
esm2_3B_results.tsv	ec_numbers	0.830	74594.000	3.666	0.085	0.258	0.974	0.935	0.987	0.085	0.258	0.954	0.272	0.977	0.934	0.955
esm2_3B_results.tsv	ec_numbers	0.840	74562.000	3.662	0.083	0.262	0.975	0.934	0.987	0.083	0.262	0.954	0.275	0.978	0.933	0.955
esm2_3B_results.tsv	ec_numbers	0.850	74512.000	3.659	0.082	0.265	0.975	0.933	0.986	0.082	0.265	0.954	0.277	0.978	0.932	0.955
esm2_3B_results.tsv	ec_numbers	0.860	74473.000	3.655	0.080	0.269	0.976	0.932	0.986	0.080	0.269	0.953	0.281	0.979	0.931	0.954
esm2_3B_results.tsv	ec_numbers	0.870	74436.000	3.651	0.078	0.273	0.976	0.931	0.985	0.078	0.273	0.953	0.284	0.979	0.930	0.954
esm2_3B_results.tsv	ec_numbers	0.880	74384.000	3.647	0.076	0.277	0.977	0.930	0.984	0.076	0.277	0.953	0.287	0.980	0.929	0.954
esm2_3B_results.tsv	ec_numbers	0.890	74331.000	3.642	0.073	0.282	0.977	0.929	0.984	0.073	0.282	0.952	0.291	0.980	0.928	0.953
esm2_3B_results.tsv	ec_numbers	0.900	74263.000	3.636	0.071	0.288	0.978	0.927	0.983	0.071	0.288	0.952	0.297	0.981	0.927	0.953
esm2_3B_results.tsv	ec_numbers	0.910	74194.000	3.630	0.069	0.294	0.978	0.925	0.982	0.069	0.294	0.951	0.302	0.981	0.925	0.952
esm2_3B_results.tsv	ec_numbers	0.920	74123.000	3.623	0.067	0.301	0.979	0.924	0.981	0.067	0.301	0.950	0.308	0.982	0.923	0.952
esm2_3B_results.tsv	ec_numbers	0.930	74036.000	3.615	0.064	0.309	0.980	0.922	0.980	0.064	0.309	0.950	0.315	0.983	0.921	0.951
esm2_3B_results.tsv	ec_numbers	0.940	73940.000	3.606	0.061	0.318	0.980	0.919	0.978	0.061	0.318	0.949	0.324	0.983	0.919	0.950
esm2_3B_results.tsv	ec_numbers	0.950	73813.000	3.595	0.058	0.329	0.981	0.917	0.977	0.058	0.329	0.948	0.334	0.984	0.916	0.949
esm2_3B_results.tsv	ec_numbers	0.960	73678.000	3.581	0.054	0.343	0.983	0.913	0.975	0.054	0.343	0.947	0.347	0.985	0.913	0.948
esm2_3B_results.tsv	ec_numbers	0.970	73494.000	3.563	0.050	0.361	0.984	0.908	0.973	0.050	0.361	0.945	0.364	0.986	0.908	0.946
esm2_3B_results.tsv	ec_numbers	0.980	73201.000	3.534	0.044	0.390	0.985	0.901	0.969	0.044	0.390	0.941	0.392	0.988	0.901	0.942
esm2_3B_results.tsv	ec_numbers	0.990	72565.000	3.478	0.036	0.446	0.988	0.887	0.960	0.036	0.446	0.935	0.447	0.990	0.886	0.935
prot_bert_results.tsv	ec_numbers	0.010	75557.000	3.808	1.043	0.116	0.854	0.970	1.000	1.043	0.116	0.908	1.049	0.785	0.970	0.868
prot_bert_results.tsv	ec_numbers	0.020	75557.000	3.808	1.043	0.116	0.854	0.970	1.000	1.043	0.116	0.908	1.049	0.785	0.970	0.868
prot_bert_results.tsv	ec_numbers	0.030	75551.000	3.798	0.851	0.126	0.873	0.968	1.000	0.851	0.126	0.918	0.860	0.817	0.968	0.886
prot_bert_results.tsv	ec_numbers	0.040	75543.000	3.791	0.734	0.133	0.885	0.966	1.000	0.734	0.133	0.924	0.746	0.838	0.966	0.897
prot_bert_results.tsv	ec_numbers	0.050	75534.000	3.784	0.657	0.140	0.893	0.964	1.000	0.657	0.140	0.927	0.671	0.852	0.964	0.905
prot_bert_results.tsv	ec_numbers	0.060	75530.000	3.779	0.597	0.145	0.900	0.963	1.000	0.597	0.145	0.930	0.615	0.864	0.963	0.911
prot_bert_results.tsv	ec_numbers	0.070	75524.000	3.774	0.552	0.150	0.905	0.962	0.999	0.552	0.150	0.932	0.572	0.872	0.962	0.915
prot_bert_results.tsv	ec_numbers	0.080	75518.000	3.770	0.515	0.154	0.909	0.961	0.999	0.515	0.154	0.934	0.538	0.880	0.961	0.918
prot_bert_results.tsv	ec_numbers	0.090	75504.000	3.765	0.486	0.158	0.912	0.959	0.999	0.486	0.158	0.935	0.511	0.886	0.960	0.921
prot_bert_results.tsv	ec_numbers	0.100	75497.000	3.762	0.460	0.162	0.915	0.959	0.999	0.460	0.162	0.936	0.487	0.891	0.959	0.924
prot_bert_results.tsv	ec_numbers	0.110	75489.000	3.759	0.437	0.165	0.918	0.958	0.999	0.437	0.165	0.937	0.468	0.896	0.958	0.926
prot_bert_results.tsv	ec_numbers	0.120	75480.000	3.755	0.419	0.169	0.920	0.957	0.999	0.419	0.169	0.938	0.452	0.900	0.957	0.927
prot_bert_results.tsv	ec_numbers	0.130	75463.000	3.752	0.402	0.171	0.922	0.956	0.999	0.402	0.171	0.939	0.437	0.903	0.956	0.929
prot_bert_results.tsv	ec_numbers	0.140	75454.000	3.750	0.386	0.174	0.924	0.955	0.999	0.386	0.174	0.939	0.423	0.907	0.956	0.931
prot_bert_results.tsv	ec_numbers	0.150	75445.000	3.747	0.371	0.177	0.926	0.955	0.998	0.371	0.177	0.940	0.411	0.910	0.955	0.932
prot_bert_results.tsv	ec_numbers	0.160	75437.000	3.745	0.358	0.179	0.927	0.954	0.998	0.358	0.179	0.941	0.400	0.913	0.954	0.933
prot_bert_results.tsv	ec_numbers	0.170	75425.000	3.742	0.346	0.182	0.929	0.953	0.998	0.346	0.182	0.941	0.391	0.915	0.954	0.934
prot_bert_results.tsv	ec_numbers	0.180	75408.000	3.739	0.334	0.185	0.930	0.953	0.998	0.334	0.185	0.941	0.382	0.918	0.953	0.935
prot_bert_results.tsv	ec_numbers	0.190	75397.000	3.737	0.325	0.187	0.932	0.952	0.998	0.325	0.187	0.942	0.375	0.920	0.952	0.936
prot_bert_results.tsv	ec_numbers	0.200	75381.000	3.735	0.316	0.189	0.933	0.952	0.998	0.316	0.189	0.942	0.368	0.922	0.952	0.937
prot_bert_results.tsv	ec_numbers	0.210	75367.000	3.732	0.307	0.192	0.934	0.951	0.997	0.307	0.192	0.942	0.362	0.924	0.951	0.937
prot_bert_results.tsv	ec_numbers	0.220	75357.000	3.730	0.299	0.194	0.935	0.950	0.997	0.299	0.194	0.943	0.357	0.926	0.951	0.938
prot_bert_results.tsv	ec_numbers	0.230	75344.000	3.727	0.291	0.197	0.936	0.950	0.997	0.291	0.197	0.943	0.352	0.928	0.950	0.939
prot_bert_results.tsv	ec_numbers	0.240	75330.000	3.725	0.284	0.199	0.937	0.949	0.997	0.284	0.199	0.943	0.347	0.929	0.949	0.939
prot_bert_results.tsv	ec_numbers	0.250	75317.000	3.723	0.278	0.201	0.938	0.948	0.997	0.278	0.201	0.943	0.343	0.931	0.949	0.940
prot_bert_results.tsv	ec_numbers	0.260	75305.000	3.720	0.271	0.204	0.938	0.948	0.997	0.271	0.204	0.943	0.339	0.932	0.948	0.940
prot_bert_results.tsv	ec_numbers	0.270	75285.000	3.719	0.265	0.205	0.939	0.947	0.996	0.265	0.205	0.943	0.336	0.933	0.948	0.940
prot_bert_results.tsv	ec_numbers	0.280	75269.000	3.717	0.260	0.207	0.940	0.947	0.996	0.260	0.207	0.944	0.332	0.935	0.947	0.941
prot_bert_results.tsv	ec_numbers	0.290	75248.000	3.715	0.254	0.209	0.941	0.946	0.996	0.254	0.209	0.944	0.329	0.936	0.947	0.941
prot_bert_results.tsv	ec_numbers	0.300	75229.000	3.713	0.249	0.211	0.942	0.946	0.996	0.249	0.211	0.944	0.326	0.937	0.946	0.942
prot_bert_results.tsv	ec_numbers	0.310	75214.000	3.711	0.244	0.213	0.943	0.945	0.995	0.244	0.213	0.944	0.324	0.938	0.946	0.942
prot_bert_results.tsv	ec_numbers	0.320	75197.000	3.709	0.239	0.215	0.943	0.945	0.995	0.239	0.215	0.944	0.322	0.939	0.945	0.942
prot_bert_results.tsv	ec_numbers	0.330	75183.000	3.707	0.234	0.217	0.944	0.944	0.995	0.234	0.217	0.944	0.319	0.941	0.945	0.943
prot_bert_results.tsv	ec_numbers	0.340	75165.000	3.705	0.229	0.219	0.945	0.944	0.995	0.229	0.219	0.944	0.317	0.942	0.944	0.943
prot_bert_results.tsv	ec_numbers	0.350	75146.000	3.703	0.225	0.221	0.945	0.943	0.994	0.225	0.221	0.944	0.316	0.943	0.944	0.943
prot_bert_results.tsv	ec_numbers	0.360	75128.000	3.701	0.221	0.223	0.946	0.943	0.994	0.221	0.223	0.944	0.314	0.944	0.943	0.943
prot_bert_results.tsv	ec_numbers	0.370	75113.000	3.699	0.217	0.225	0.947	0.942	0.994	0.217	0.225	0.944	0.313	0.945	0.943	0.944
prot_bert_results.tsv	ec_numbers	0.380	75094.000	3.697	0.213	0.227	0.947	0.942	0.994	0.213	0.227	0.945	0.311	0.945	0.942	0.944
prot_bert_results.tsv	ec_numbers	0.390	75077.000	3.696	0.210	0.228	0.948	0.941	0.994	0.210	0.228	0.945	0.310	0.946	0.942	0.944
prot_bert_results.tsv	ec_numbers	0.400	75065.000	3.694	0.206	0.230	0.948	0.941	0.993	0.206	0.230	0.945	0.309	0.947	0.941	0.944
prot_bert_results.tsv	ec_numbers	0.410	75047.000	3.692	0.202	0.232	0.949	0.941	0.993	0.202	0.232	0.945	0.308	0.948	0.941	0.944
prot_bert_results.tsv	ec_numbers	0.420	75026.000	3.690	0.199	0.234	0.950	0.940	0.993	0.199	0.234	0.945	0.307	0.949	0.940	0.945
prot_bert_results.tsv	ec_numbers	0.430	75007.000	3.689	0.195	0.235	0.950	0.940	0.993	0.195	0.235	0.945	0.306	0.950	0.940	0.945
prot_bert_results.tsv	ec_numbers	0.440	74991.000	3.687	0.192	0.237	0.951	0.939	0.992	0.192	0.237	0.945	0.305	0.951	0.940	0.945
prot_bert_results.tsv	ec_numbers	0.450	74973.000	3.685	0.189	0.239	0.951	0.939	0.992	0.189	0.239	0.945	0.305	0.951	0.939	0.945
prot_bert_results.tsv	ec_numbers	0.460	74953.000	3.683	0.186	0.241	0.952	0.938	0.992	0.186	0.241	0.945	0.304	0.952	0.939	0.945
prot_bert_results.tsv	ec_numbers	0.470	74931.000	3.681	0.183	0.243	0.952	0.938	0.992	0.183	0.243	0.945	0.304	0.953	0.938	0.945
prot_bert_results.tsv	ec_numbers	0.480	74910.000	3.679	0.180	0.245	0.953	0.937	0.991	0.180	0.245	0.945	0.304	0.953	0.938	0.945
prot_bert_results.tsv	ec_numbers	0.490	74883.000	3.677	0.177	0.247	0.953	0.937	0.991	0.177	0.247	0.945	0.304	0.954	0.937	0.946
prot_bert_results.tsv	ec_numbers	0.500	74869.000	3.675	0.174	0.249	0.954	0.936	0.991	0.174	0.249	0.945	0.303	0.955	0.937	0.946
prot_bert_results.tsv	ec_numbers	0.510	74846.000	3.673	0.171	0.251	0.954	0.936	0.990	0.171	0.251	0.945	0.303	0.956	0.936	0.946
prot_bert_results.tsv	ec_numbers	0.520	74825.000	3.671	0.169	0.253	0.955	0.935	0.990	0.169	0.253	0.945	0.304	0.956	0.936	0.946
prot_bert_results.tsv	ec_numbers	0.530	74789.000	3.669	0.166	0.255	0.955	0.935	0.990	0.166	0.255	0.945	0.304	0.957	0.935	0.946
prot_bert_results.tsv	ec_numbers	0.540	74760.000	3.667	0.163	0.257	0.956	0.934	0.989	0.163	0.257	0.945	0.304	0.957	0.935	0.946
prot_bert_results.tsv	ec_numbers	0.550	74728.000	3.665	0.160	0.259	0.956	0.933	0.989	0.160	0.259	0.945	0.305	0.958	0.934	0.946
prot_bert_results.tsv	ec_numbers	0.560	74710.000	3.663	0.158	0.261	0.957	0.933	0.989	0.158	0.261	0.945	0.305	0.959	0.933	0.946
prot_bert_results.tsv	ec_numbers	0.570	74684.000	3.661	0.155	0.263	0.957	0.932	0.988	0.155	0.263	0.945	0.306	0.959	0.933	0.946
prot_bert_results.tsv	ec_numbers	0.580	74661.000	3.659	0.152	0.265	0.958	0.932	0.988	0.152	0.265	0.945	0.306	0.960	0.932	0.946
prot_bert_results.tsv	ec_numbers	0.590	74628.000	3.657	0.150	0.267	0.958	0.931	0.988	0.150	0.267	0.945	0.306	0.961	0.932	0.946
prot_bert_results.tsv	ec_numbers	0.600	74602.000	3.655	0.146	0.269	0.959	0.931	0.987	0.146	0.269	0.945	0.307	0.961	0.931	0.946
prot_bert_results.tsv	ec_numbers	0.610	74573.000	3.652	0.144	0.272	0.959	0.930	0.987	0.144	0.272	0.944	0.307	0.962	0.931	0.946
prot_bert_results.tsv	ec_numbers	0.620	74544.000	3.650	0.141	0.274	0.960	0.930	0.986	0.141	0.274	0.944	0.308	0.963	0.930	0.946
prot_bert_results.tsv	ec_numbers	0.630	74516.000	3.648	0.139	0.276	0.960	0.929	0.986	0.139	0.276	0.944	0.309	0.963	0.930	0.946
prot_bert_results.tsv	ec_numbers	0.640	74491.000	3.645	0.137	0.279	0.961	0.928	0.986	0.137	0.279	0.944	0.310	0.964	0.929	0.946
prot_bert_results.tsv	ec_numbers	0.650	74463.000	3.643	0.134	0.281	0.961	0.928	0.985	0.134	0.281	0.944	0.312	0.964	0.928	0.946
prot_bert_results.tsv	ec_numbers	0.660	74427.000	3.640	0.132	0.284	0.961	0.927	0.985	0.132	0.284	0.944	0.314	0.965	0.928	0.946
prot_bert_results.tsv	ec_numbers	0.670	74398.000	3.637	0.130	0.287	0.962	0.926	0.985	0.130	0.287	0.944	0.315	0.966	0.927	0.946
prot_bert_results.tsv	ec_numbers	0.680	74361.000	3.635	0.127	0.289	0.962	0.926	0.984	0.127	0.289	0.944	0.316	0.966	0.926	0.946
prot_bert_results.tsv	ec_numbers	0.690	74335.000	3.632	0.125	0.292	0.963	0.925	0.984	0.125	0.292	0.944	0.317	0.967	0.926	0.946
prot_bert_results.tsv	ec_numbers	0.700	74284.000	3.629	0.123	0.295	0.963	0.924	0.983	0.123	0.295	0.943	0.319	0.967	0.925	0.946
prot_bert_results.tsv	ec_numbers	0.710	74251.000	3.627	0.121	0.297	0.964	0.924	0.983	0.121	0.297	0.943	0.320	0.968	0.924	0.946
prot_bert_results.tsv	ec_numbers	0.720	74211.000	3.624	0.118	0.300	0.964	0.923	0.982	0.118	0.300	0.943	0.322	0.968	0.924	0.945
prot_bert_results.tsv	ec_numbers	0.730	74168.000	3.622	0.116	0.302	0.965	0.922	0.981	0.116	0.302	0.943	0.324	0.969	0.923	0.945
prot_bert_results.tsv	ec_numbers	0.740	74124.000	3.619	0.114	0.305	0.965	0.921	0.981	0.114	0.305	0.943	0.326	0.970	0.922	0.945
prot_bert_results.tsv	ec_numbers	0.750	74081.000	3.615	0.111	0.309	0.966	0.921	0.980	0.111	0.309	0.943	0.328	0.970	0.921	0.945
prot_bert_results.tsv	ec_numbers	0.760	74037.000	3.612	0.109	0.312	0.967	0.920	0.980	0.109	0.312	0.943	0.330	0.971	0.921	0.945
prot_bert_results.tsv	ec_numbers	0.770	73987.000	3.609	0.107	0.315	0.967	0.919	0.979	0.107	0.315	0.942	0.333	0.971	0.920	0.945
prot_bert_results.tsv	ec_numbers	0.780	73941.000	3.605	0.104	0.319	0.968	0.918	0.978	0.104	0.319	0.942	0.335	0.972	0.919	0.945
prot_bert_results.tsv	ec_numbers	0.790	73884.000	3.601	0.102	0.323	0.968	0.917	0.978	0.102	0.323	0.942	0.339	0.972	0.918	0.944
prot_bert_results.tsv	ec_numbers	0.800	73826.000	3.597	0.100	0.327	0.969	0.916	0.977	0.100	0.327	0.942	0.342	0.973	0.917	0.944
prot_bert_results.tsv	ec_numbers	0.810	73773.000	3.594	0.097	0.330	0.969	0.915	0.976	0.097	0.330	0.941	0.344	0.974	0.916	0.944
prot_bert_results.tsv	ec_numbers	0.820	73726.000	3.590	0.095	0.334	0.970	0.914	0.976	0.095	0.334	0.941	0.347	0.974	0.915	0.944
prot_bert_results.tsv	ec_numbers	0.830	73656.000	3.585	0.092	0.339	0.970	0.913	0.975	0.092	0.339	0.941	0.351	0.975	0.914	0.943
prot_bert_results.tsv	ec_numbers	0.840	73594.000	3.580	0.089	0.344	0.971	0.911	0.974	0.089	0.344	0.940	0.355	0.976	0.912	0.943
prot_bert_results.tsv	ec_numbers	0.850	73514.000	3.575	0.087	0.349	0.972	0.910	0.973	0.087	0.349	0.940	0.359	0.976	0.911	0.943
prot_bert_results.tsv	ec_numbers	0.860	73411.000	3.569	0.084	0.355	0.973	0.909	0.971	0.084	0.355	0.940	0.365	0.977	0.910	0.942
prot_bert_results.tsv	ec_numbers	0.870	73319.000	3.563	0.082	0.361	0.973	0.907	0.970	0.082	0.361	0.939	0.370	0.978	0.908	0.942
prot_bert_results.tsv	ec_numbers	0.880	73217.000	3.557	0.079	0.367	0.974	0.905	0.969	0.079	0.367	0.938	0.376	0.978	0.906	0.941
prot_bert_results.tsv	ec_numbers	0.890	73094.000	3.549	0.076	0.375	0.975	0.903	0.967	0.076	0.375	0.938	0.383	0.979	0.904	0.940
prot_bert_results.tsv	ec_numbers	0.900	72989.000	3.541	0.074	0.383	0.976	0.901	0.966	0.074	0.383	0.937	0.390	0.980	0.902	0.939
prot_bert_results.tsv	ec_numbers	0.910	72899.000	3.533	0.071	0.391	0.976	0.899	0.965	0.071	0.391	0.936	0.398	0.980	0.900	0.939
prot_bert_results.tsv	ec_numbers	0.920	72753.000	3.523	0.067	0.401	0.977	0.897	0.963	0.067	0.401	0.935	0.406	0.981	0.898	0.938
prot_bert_results.tsv	ec_numbers	0.930	72584.000	3.512	0.064	0.412	0.978	0.894	0.961	0.064	0.412	0.934	0.417	0.982	0.895	0.937
prot_bert_results.tsv	ec_numbers	0.940	72407.000	3.499	0.060	0.425	0.979	0.890	0.958	0.060	0.425	0.933	0.429	0.983	0.892	0.935
prot_bert_results.tsv	ec_numbers	0.950	72169.000	3.483	0.056	0.441	0.981	0.886	0.955	0.056	0.441	0.931	0.445	0.984	0.888	0.933
prot_bert_results.tsv	ec_numbers	0.960	71854.000	3.463	0.052	0.461	0.982	0.881	0.951	0.052	0.461	0.929	0.464	0.985	0.882	0.931
prot_bert_results.tsv	ec_numbers	0.970	71450.000	3.436	0.046	0.488	0.984	0.874	0.946	0.046	0.488	0.926	0.490	0.987	0.876	0.928
prot_bert_results.tsv	ec_numbers	0.980	70882.000	3.394	0.040	0.530	0.986	0.863	0.938	0.040	0.530	0.920	0.531	0.988	0.865	0.923
prot_bert_results.tsv	ec_numbers	0.990	69737.000	3.315	0.030	0.609	0.989	0.842	0.923	0.030	0.609	0.910	0.609	0.991	0.845	0.912
