,Model,Level,EC,F1 score
65,DNN ProtBERT,1,1.11,0.9282103134479271
66,DNN ProtBERT,1,1.12,0.8963210702341138
67,DNN ProtBERT,1,1.13,0.95263509006004
68,DNN ProtBERT,1,1.14,0.9629508731842663
69,DNN ProtBERT,1,1.15,0.9516129032258064
70,DNN ProtBERT,1,1.16,0.9551020408163264
71,DNN ProtBERT,1,1.17,0.8879310344827587
72,DNN ProtBERT,1,1.18,0.9325842696629213
73,DNN ProtBERT,1,1.2,0.9567617295308187
74,DNN ProtBERT,1,1.20,0.9161290322580645
75,DNN ProtBERT,1,1.21,0.934640522875817
76,DNN ProtBERT,1,1.3,0.9402019156096298
77,DNN ProtBERT,1,1.4,0.955966815571155
78,DNN ProtBERT,1,1.5,0.9334067143643368
79,DNN ProtBERT,1,1.6,0.9199999999999999
80,DNN ProtBERT,1,1.7,0.9427430093209054
81,DNN ProtBERT,1,1.8,0.938949938949939
82,DNN ProtBERT,1,1.9,1.0
83,DNN ProtBERT,1,1.97,0.9322033898305084
84,D-SPACE EC,1,1.1,0.8997056825899933
85,D-SPACE EC,1,1.10,0.8739495798319329
86,D-SPACE EC,1,1.11,0.8089430894308943
87,D-SPACE EC,1,1.12,0.7241379310344828
88,D-SPACE EC,1,1.13,0.8086330935251799
89,D-SPACE EC,1,1.14,0.8594259621656883
90,D-SPACE EC,1,1.15,0.7259259259259259
91,D-SPACE EC,1,1.16,0.7574468085106383
92,D-SPACE EC,1,1.17,0.8272727272727273
93,D-SPACE EC,1,1.18,0.8132530120481929
94,D-SPACE EC,1,1.2,0.9142133586578031
95,D-SPACE EC,1,1.20,0.7808219178082193
96,D-SPACE EC,1,1.21,0.785234899328859
97,D-SPACE EC,1,1.3,0.8466993998908893
98,D-SPACE EC,1,1.4,0.8695652173913043
99,D-SPACE EC,1,1.5,0.812840702604482
100,D-SPACE EC,1,1.6,0.8342857142857143
101,D-SPACE EC,1,1.7,0.8289290681502085
102,D-SPACE EC,1,1.8,0.8130601792573623
103,D-SPACE EC,1,1.9,1.0
104,D-SPACE EC,1,1.97,0.8947368421052632
105,DeepEC CNN3,1,1.1,0.8698660714285713
106,DeepEC CNN3,1,1.10,0.8311688311688312
107,DeepEC CNN3,1,1.11,0.7772020725388602
108,DeepEC CNN3,1,1.12,0.6211180124223603
109,DeepEC CNN3,1,1.13,0.7419575633127994
110,DeepEC CNN3,1,1.14,0.8263612217795485
111,DeepEC CNN3,1,1.15,0.7818181818181817
112,DeepEC CNN3,1,1.16,0.5976095617529881
113,DeepEC CNN3,1,1.17,0.6586102719033234
114,DeepEC CNN3,1,1.18,0.7126436781609196
115,DeepEC CNN3,1,1.2,0.8728287841191067
116,DeepEC CNN3,1,1.20,0.7973856209150328
117,DeepEC CNN3,1,1.21,0.7419354838709676
118,DeepEC CNN3,1,1.3,0.783046357615894
119,DeepEC CNN3,1,1.4,0.7644444444444445
120,DeepEC CNN3,1,1.5,0.7240751970891449
121,DeepEC CNN3,1,1.6,0.7468123861566485
122,DeepEC CNN3,1,1.7,0.7849162011173183
123,DeepEC CNN3,1,1.8,0.7608841259209645
124,DeepEC CNN3,1,1.9,0.967741935483871
125,DeepEC CNN3,1,1.97,0.7647058823529412
126,Models ensemble,1,1.1,0.9718325416988843
127,Models ensemble,1,1.10,0.9527559055118109
128,Models ensemble,1,1.11,0.9407035175879398
129,Models ensemble,1,1.12,0.9261744966442953
130,Models ensemble,1,1.13,0.962176509621765
131,Models ensemble,1,1.14,0.9770992366412214
132,Models ensemble,1,1.15,0.975609756097561
133,Models ensemble,1,1.16,0.9674796747967479
134,Models ensemble,1,1.17,0.9022988505747127
135,Models ensemble,1,1.18,0.9394812680115274
136,Models ensemble,1,1.2,0.9682733374008542
137,Models ensemble,1,1.20,0.9487179487179488
138,Models ensemble,1,1.21,0.9453376205787781
139,Models ensemble,1,1.3,0.9554008765145656
140,Models ensemble,1,1.4,0.9718670076726343
141,Models ensemble,1,1.5,0.9501915708812261
142,Models ensemble,1,1.6,0.9333333333333332
143,Models ensemble,1,1.7,0.9562913907284767
144,Models ensemble,1,1.8,0.9576783555018138
145,Models ensemble,1,1.9,1.0
146,Models ensemble,1,1.97,0.9586776859504132
147,Models + BLASTp,1,1.1,0.9760597408302218
148,Models + BLASTp,1,1.10,0.9649805447470817
149,Models + BLASTp,1,1.11,0.9473684210526316
150,Models + BLASTp,1,1.12,0.9511400651465798
151,Models + BLASTp,1,1.13,0.9665134602757715
152,Models + BLASTp,1,1.14,0.979948253557568
153,Models + BLASTp,1,1.15,0.9838709677419354
154,Models + BLASTp,1,1.16,0.9674796747967479
155,Models + BLASTp,1,1.17,0.9154929577464789
156,Models + BLASTp,1,1.18,0.9518413597733711
157,Models + BLASTp,1,1.2,0.9721549636803873
158,Models + BLASTp,1,1.20,0.95
159,Models + BLASTp,1,1.21,0.9463722397476341
160,Models + BLASTp,1,1.3,0.9580777096114519
161,Models + BLASTp,1,1.4,0.9732824427480916
162,Models + BLASTp,1,1.5,0.9539295392953929
163,Models + BLASTp,1,1.6,0.9326241134751773
164,Models + BLASTp,1,1.7,0.9605263157894737
165,Models + BLASTp,1,1.8,0.9639855942376951
166,Models + BLASTp,1,1.9,1.0
167,Models + BLASTp,1,1.97,0.9508196721311475
168,BLASTp,2,2.1,0.9874205329365617
169,BLASTp,2,2.10,1.0
170,BLASTp,2,2.2,0.9834254143646408
171,BLASTp,2,2.3,0.9808396731473654
172,BLASTp,2,2.4,0.9858181384817065
173,BLASTp,2,2.5,0.9844777690081558
174,BLASTp,2,2.6,0.9849290780141844
175,BLASTp,2,2.7,0.9892692203205651
176,BLASTp,2,2.8,0.985634477254589
177,BLASTp,2,2.9,1.0
178,DNN ESM1b,2,2.1,0.9835306927997822
179,DNN ESM1b,2,2.10,1.0
180,DNN ESM1b,2,2.2,0.9888268156424581
181,DNN ESM1b,2,2.3,0.9789458810230324
182,DNN ESM1b,2,2.4,0.9828804022506884
183,DNN ESM1b,2,2.5,0.9812911725955205
184,DNN ESM1b,2,2.6,0.9866190900981266
185,DNN ESM1b,2,2.7,0.9854676946169065
186,DNN ESM1b,2,2.8,0.9836457917830076
187,DNN ESM1b,2,2.9,0.9811320754716981
188,DNN ESM2 3B,2,2.1,0.987778381314503
189,DNN ESM2 3B,2,2.10,1.0
190,DNN ESM2 3B,2,2.2,0.9888268156424581
191,DNN ESM2 3B,2,2.3,0.9804032144367687
192,DNN ESM2 3B,2,2.4,0.984240687679083
193,DNN ESM2 3B,2,2.5,0.9847207586933615
194,DNN ESM2 3B,2,2.6,0.9852348993288591
195,DNN ESM2 3B,2,2.7,0.9858828343449498
196,DNN ESM2 3B,2,2.8,0.9815852682145717
197,DNN ESM2 3B,2,2.9,0.9811320754716981
198,DNN ProtBERT,2,2.1,0.9784447476125512
199,DNN ProtBERT,2,2.10,1.0
200,DNN ProtBERT,2,2.2,0.9745042492917847
201,DNN ProtBERT,2,2.3,0.9716725978647688
202,DNN ProtBERT,2,2.4,0.9730769230769231
203,DNN ProtBERT,2,2.5,0.9774356251659145
204,DNN ProtBERT,2,2.6,0.9839142091152816
205,DNN ProtBERT,2,2.7,0.9750274423710209
206,DNN ProtBERT,2,2.8,0.9742143432715551
207,DNN ProtBERT,2,2.9,0.9714285714285714
208,D-SPACE EC,2,2.1,0.8970768184908227
209,D-SPACE EC,2,2.10,0.9655172413793104
210,D-SPACE EC,2,2.2,0.9333333333333333
211,D-SPACE EC,2,2.3,0.8547643823398245
212,D-SPACE EC,2,2.4,0.8859682062836399
213,D-SPACE EC,2,2.5,0.8940981798124655
214,D-SPACE EC,2,2.6,0.9125057260650482
215,D-SPACE EC,2,2.7,0.8889043381535039
216,D-SPACE EC,2,2.8,0.9005897219882055
217,D-SPACE EC,2,2.9,0.9306930693069307
218,DeepEC CNN3,2,2.1,0.851249199231262
219,DeepEC CNN3,2,2.10,0.7857142857142856
220,DeepEC CNN3,2,2.2,0.934844192634561
221,DeepEC CNN3,2,2.3,0.8227134807108799
222,DeepEC CNN3,2,2.4,0.8546094983602576
223,DeepEC CNN3,2,2.5,0.8495575221238939
224,DeepEC CNN3,2,2.6,0.8946198310360159
225,DeepEC CNN3,2,2.7,0.8641654114747364
226,DeepEC CNN3,2,2.8,0.8806214227309893
227,DeepEC CNN3,2,2.9,0.8800000000000001
228,Models ensemble,2,2.1,0.9865214431586115
229,Models ensemble,2,2.10,1.0
230,Models ensemble,2,2.2,0.9888268156424581
231,Models ensemble,2,2.3,0.9824561403508772
232,Models ensemble,2,2.4,0.9830062230732407
233,Models ensemble,2,2.5,0.9849564528899446
234,Models ensemble,2,2.6,0.9879518072289157
235,Models ensemble,2,2.7,0.9864080322382351
236,Models ensemble,2,2.8,0.9823999999999999
237,Models ensemble,2,2.9,0.9811320754716981
238,Models + BLASTp,2,2.1,0.9880629408572977
239,Models + BLASTp,2,2.10,1.0
240,Models + BLASTp,2,2.2,0.9888268156424581
241,Models + BLASTp,2,2.3,0.9837959701282232
242,Models + BLASTp,2,2.4,0.9853274484074913
243,Models + BLASTp,2,2.5,0.9850039463299132
244,Models + BLASTp,2,2.6,0.9879732739420936
245,Models + BLASTp,2,2.7,0.9895223839978227
246,Models + BLASTp,2,2.8,0.9864649681528663
247,Models + BLASTp,2,2.9,0.9811320754716981
248,BLASTp,3,3.1,0.9603950992496914
249,BLASTp,3,3.11,0.9885057471264368
250,BLASTp,3,3.13,0.9401709401709402
251,BLASTp,3,3.2,0.9769831483764898
252,BLASTp,3,3.3,0.8673469387755102
253,BLASTp,3,3.4,0.9814094249891915
254,BLASTp,3,3.5,0.9828496042216359
255,BLASTp,3,3.6,0.9800556586270871
256,BLASTp,3,3.7,0.8639618138424822
257,BLASTp,3,3.8,0.778523489932886
258,BLASTp,3,3.9,0.9655172413793104
259,DNN ESM1b,3,3.1,0.958789378509565
260,DNN ESM1b,3,3.11,0.9523809523809523
261,DNN ESM1b,3,3.13,0.9747899159663865
262,DNN ESM1b,3,3.2,0.9654178674351586
263,DNN ESM1b,3,3.3,0.888888888888889
264,DNN ESM1b,3,3.4,0.9754939004642126
265,DNN ESM1b,3,3.5,0.9774176408076515
266,DNN ESM1b,3,3.6,0.9752913752913753
267,DNN ESM1b,3,3.7,0.892018779342723
268,DNN ESM1b,3,3.8,0.7887323943661971
269,DNN ESM1b,3,3.9,0.8
270,DNN ESM2 3B,3,3.1,0.959832874370905
271,DNN ESM2 3B,3,3.11,0.9523809523809523
272,DNN ESM2 3B,3,3.13,0.983050847457627
273,DNN ESM2 3B,3,3.2,0.969559851912793
274,DNN ESM2 3B,3,3.3,0.9052631578947369
275,DNN ESM2 3B,3,3.4,0.9785860324975788
276,DNN ESM2 3B,3,3.5,0.9785316724092235
277,DNN ESM2 3B,3,3.6,0.9738195418419822
278,DNN ESM2 3B,3,3.7,0.8867924528301887
279,DNN ESM2 3B,3,3.8,0.802721088435374
280,DNN ESM2 3B,3,3.9,0.8679245283018869
281,DNN ProtBERT,3,3.1,0.9417867435158501
282,DNN ProtBERT,3,3.11,0.9647058823529412
283,DNN ProtBERT,3,3.13,0.9661016949152542
284,DNN ProtBERT,3,3.2,0.9504663212435233
285,DNN ProtBERT,3,3.3,0.8804347826086957
286,DNN ProtBERT,3,3.4,0.9618187751550091
287,DNN ProtBERT,3,3.5,0.9709178228388474
288,DNN ProtBERT,3,3.6,0.9586190588791677
289,DNN ProtBERT,3,3.7,0.8857142857142857
290,DNN ProtBERT,3,3.8,0.8
291,DNN ProtBERT,3,3.9,0.846153846153846
292,D-SPACE EC,3,3.1,0.7938419026941675
293,D-SPACE EC,3,3.11,0.8780487804878049
294,D-SPACE EC,3,3.13,0.8749999999999999
295,D-SPACE EC,3,3.2,0.8125548726953469
296,D-SPACE EC,3,3.3,0.6993865030674847
297,D-SPACE EC,3,3.4,0.8219026548672566
298,D-SPACE EC,3,3.5,0.8936761640027798
299,D-SPACE EC,3,3.6,0.8622725036891293
300,D-SPACE EC,3,3.7,0.7374005305039789
301,D-SPACE EC,3,3.8,0.6099290780141844
302,D-SPACE EC,3,3.9,0.5652173913043479
303,DeepEC CNN3,3,3.1,0.7440032251562184
304,DeepEC CNN3,3,3.11,0.8192771084337349
305,DeepEC CNN3,3,3.13,0.8521739130434782
306,DeepEC CNN3,3,3.2,0.7708860759493671
307,DeepEC CNN3,3,3.3,0.5798816568047337
308,DeepEC CNN3,3,3.4,0.8046665953119984
309,DeepEC CNN3,3,3.5,0.8470262793914245
310,DeepEC CNN3,3,3.6,0.8246013667425968
311,DeepEC CNN3,3,3.7,0.6530612244897959
312,DeepEC CNN3,3,3.8,0.4666666666666667
313,DeepEC CNN3,3,3.9,0.5217391304347827
314,Models ensemble,3,3.1,0.9592070148684712
315,Models ensemble,3,3.11,0.9523809523809523
316,Models ensemble,3,3.13,0.983050847457627
317,Models ensemble,3,3.2,0.9678217821782177
318,Models ensemble,3,3.3,0.9100529100529101
319,Models ensemble,3,3.4,0.9772972972972973
320,Models ensemble,3,3.5,0.9801061007957559
321,Models ensemble,3,3.6,0.9751988769302762
322,Models ensemble,3,3.7,0.8909952606635072
323,Models ensemble,3,3.8,0.8194444444444444
324,Models ensemble,3,3.9,0.846153846153846
325,Models + BLASTp,3,3.1,0.9636140251394008
326,Models + BLASTp,3,3.11,0.9647058823529412
327,Models + BLASTp,3,3.13,0.9833333333333333
328,Models + BLASTp,3,3.2,0.9735709895513215
329,Models + BLASTp,3,3.3,0.9015544041450778
330,Models + BLASTp,3,3.4,0.9814974182444063
331,Models + BLASTp,3,3.5,0.9812318265926515
332,Models + BLASTp,3,3.6,0.98000929800093
333,Models + BLASTp,3,3.7,0.8909512761020881
334,Models + BLASTp,3,3.8,0.8243243243243245
335,Models + BLASTp,3,3.9,0.9090909090909091
336,BLASTp,4,4.1,0.9737302977232926
337,BLASTp,4,4.2,0.9735089078233927
338,BLASTp,4,4.3,0.9667673716012085
339,BLASTp,4,4.4,0.9128919860627178
340,BLASTp,4,4.6,0.9588550983899822
341,BLASTp,4,4.7,1.0
342,BLASTp,4,4.98,0.9491525423728813
343,BLASTp,4,4.99,0.9278350515463919
344,DNN ESM1b,4,4.1,0.9683321604503872
345,DNN ESM1b,4,4.2,0.9670639899623589
346,DNN ESM1b,4,4.3,0.9685598377281948
347,DNN ESM1b,4,4.4,0.8923611111111112
348,DNN ESM1b,4,4.6,0.937956204379562
349,DNN ESM1b,4,4.7,0.9655172413793104
350,DNN ESM1b,4,4.98,0.9473684210526316
351,DNN ESM1b,4,4.99,0.956043956043956
352,DNN ESM2 3B,4,4.1,0.9699631125944141
353,DNN ESM2 3B,4,4.2,0.9683948310758214
354,DNN ESM2 3B,4,4.3,0.9685916919959473
355,DNN ESM2 3B,4,4.4,0.8896551724137932
356,DNN ESM2 3B,4,4.6,0.9418181818181819
357,DNN ESM2 3B,4,4.7,1.0
358,DNN ESM2 3B,4,4.98,1.0
359,DNN ESM2 3B,4,4.99,0.9613259668508287
360,DNN ProtBERT,4,4.1,0.9613960867265997
361,DNN ProtBERT,4,4.2,0.9567686967497633
362,DNN ProtBERT,4,4.3,0.965587044534413
363,DNN ProtBERT,4,4.4,0.8660869565217392
364,DNN ProtBERT,4,4.6,0.9216417910447762
365,DNN ProtBERT,4,4.7,1.0
366,DNN ProtBERT,4,4.98,0.9491525423728813
367,DNN ProtBERT,4,4.99,0.943820224719101
368,D-SPACE EC,4,4.1,0.8732999284180388
369,D-SPACE EC,4,4.2,0.8844466114090688
370,D-SPACE EC,4,4.3,0.909754825247783
371,D-SPACE EC,4,4.4,0.8007448789571694
372,D-SPACE EC,4,4.6,0.7808764940239044
373,D-SPACE EC,4,4.7,1.0
374,D-SPACE EC,4,4.98,0.9180327868852458
375,D-SPACE EC,4,4.99,0.7948717948717948
376,DeepEC CNN3,4,4.1,0.8076117982873454
377,DeepEC CNN3,4,4.2,0.8225469728601253
378,DeepEC CNN3,4,4.3,0.8532934131736527
379,DeepEC CNN3,4,4.4,0.7351351351351352
380,DeepEC CNN3,4,4.6,0.7191011235955055
381,DeepEC CNN3,4,4.7,1.0
382,DeepEC CNN3,4,4.98,0.8813559322033899
383,DeepEC CNN3,4,4.99,0.6900584795321638
384,Models ensemble,4,4.1,0.9720021130480719
385,Models ensemble,4,4.2,0.9688038877567016
386,Models ensemble,4,4.3,0.9716312056737587
387,Models ensemble,4,4.4,0.8854166666666666
388,Models ensemble,4,4.6,0.9377289377289377
389,Models ensemble,4,4.7,1.0
390,Models ensemble,4,4.98,1.0
391,Models ensemble,4,4.99,0.9555555555555556
392,Models + BLASTp,4,4.1,0.9753280839895012
393,Models + BLASTp,4,4.2,0.9724599346506924
394,Models + BLASTp,4,4.3,0.9758064516129034
395,Models + BLASTp,4,4.4,0.8983050847457629
396,Models + BLASTp,4,4.6,0.9530685920577617
397,Models + BLASTp,4,4.7,1.0
398,Models + BLASTp,4,4.98,0.9491525423728813
399,Models + BLASTp,4,4.99,0.9617486338797814
400,BLASTp,5,5.1,0.9530655391120507
401,BLASTp,5,5.2,0.9691211401425178
402,BLASTp,5,5.3,0.9756286266924564
403,BLASTp,5,5.4,0.9884169884169883
404,BLASTp,5,5.5,0.8933333333333332
405,BLASTp,5,5.6,0.9876543209876543
406,BLASTp,5,5.99,1.0
407,DNN ESM1b,5,5.1,0.9431721798134012
408,DNN ESM1b,5,5.2,0.9640287769784172
409,DNN ESM1b,5,5.3,0.9694596711041503
410,DNN ESM1b,5,5.4,0.9840860215053764
411,DNN ESM1b,5,5.5,0.8843537414965986
412,DNN ESM1b,5,5.6,0.9875776397515528
413,DNN ESM1b,5,5.99,1.0
414,DNN ESM2 3B,5,5.1,0.9489795918367346
415,DNN ESM2 3B,5,5.2,0.9617224880382774
416,DNN ESM2 3B,5,5.3,0.9652479500195236
417,DNN ESM2 3B,5,5.4,0.9875483039931301
418,DNN ESM2 3B,5,5.5,0.8881578947368421
419,DNN ESM2 3B,5,5.6,0.9875776397515528
420,DNN ESM2 3B,5,5.99,1.0
421,DNN ProtBERT,5,5.1,0.936480686695279
422,DNN ProtBERT,5,5.2,0.9668246445497631
423,DNN ProtBERT,5,5.3,0.960691823899371
424,DNN ProtBERT,5,5.4,0.9802065404475043
425,DNN ProtBERT,5,5.5,0.8741721854304636
426,DNN ProtBERT,5,5.6,0.98125
427,DNN ProtBERT,5,5.99,1.0
428,D-SPACE EC,5,5.1,0.8542435424354244
429,D-SPACE EC,5,5.2,0.8844221105527639
430,D-SPACE EC,5,5.3,0.9055986922762567
431,D-SPACE EC,5,5.4,0.9050431621990005
432,D-SPACE EC,5,5.5,0.709433962264151
433,D-SPACE EC,5,5.6,0.8949152542372882
434,D-SPACE EC,5,5.99,0.7397260273972603
435,DeepEC CNN3,5,5.1,0.7981264637002342
436,DeepEC CNN3,5,5.2,0.8205128205128205
437,DeepEC CNN3,5,5.3,0.8453692370461036
438,DeepEC CNN3,5,5.4,0.874675885911841
439,DeepEC CNN3,5,5.5,0.6312292358803987
440,DeepEC CNN3,5,5.6,0.8695652173913043
441,DeepEC CNN3,5,5.99,0.4
442,Models ensemble,5,5.1,0.9454855195911415
443,Models ensemble,5,5.2,0.9640287769784172
444,Models ensemble,5,5.3,0.9690802348336596
445,Models ensemble,5,5.4,0.9858186506231199
446,Models ensemble,5,5.5,0.8896321070234113
447,Models ensemble,5,5.6,0.9875776397515528
448,Models ensemble,5,5.99,1.0
449,Models + BLASTp,5,5.1,0.9494949494949494
450,Models + BLASTp,5,5.2,0.9642004773269691
451,Models + BLASTp,5,5.3,0.9723842862699338
452,Models + BLASTp,5,5.4,0.987569652807544
453,Models + BLASTp,5,5.5,0.8990228013029316
454,Models + BLASTp,5,5.6,0.9875776397515528
455,Models + BLASTp,5,5.99,1.0
456,BLASTp,6,6.1,0.9965899403239556
457,BLASTp,6,6.2,0.968595041322314
458,BLASTp,6,6.3,0.9888492417484389
459,BLASTp,6,6.4,0.8905660377358491
460,BLASTp,6,6.5,1.0
461,BLASTp,6,6.6,0.983050847457627
462,DNN ESM1b,6,6.1,0.9978623343309106
463,DNN ESM1b,6,6.2,0.9744013212221304
464,DNN ESM1b,6,6.3,0.9874495741819812
465,DNN ESM1b,6,6.4,0.8717948717948718
466,DNN ESM1b,6,6.5,0.9968847352024921
467,DNN ESM1b,6,6.6,0.983050847457627
468,DNN ESM2 3B,6,6.1,0.998289136013687
469,DNN ESM2 3B,6,6.2,0.9650582362728785
470,DNN ESM2 3B,6,6.3,0.9881458286736747
471,DNN ESM2 3B,6,6.4,0.8695652173913043
472,DNN ESM2 3B,6,6.5,0.9968847352024921
473,DNN ESM2 3B,6,6.6,0.9666666666666667
474,DNN ProtBERT,6,6.1,0.9978605049208388
475,DNN ProtBERT,6,6.2,0.9625935162094762
476,DNN ProtBERT,6,6.3,0.9817854733528222
477,DNN ProtBERT,6,6.4,0.8421052631578948
478,DNN ProtBERT,6,6.5,0.9968847352024921
479,DNN ProtBERT,6,6.6,0.9473684210526316
480,D-SPACE EC,6,6.1,0.962280701754386
481,D-SPACE EC,6,6.2,0.9185558354324096
482,D-SPACE EC,6,6.3,0.923076923076923
483,D-SPACE EC,6,6.4,0.728813559322034
484,D-SPACE EC,6,6.5,0.9210526315789473
485,D-SPACE EC,6,6.6,0.8235294117647058
486,DeepEC CNN3,6,6.1,0.9681917211328976
487,DeepEC CNN3,6,6.2,0.9007383100902379
488,DeepEC CNN3,6,6.3,0.8976723759332454
489,DeepEC CNN3,6,6.4,0.6613545816733067
490,DeepEC CNN3,6,6.5,0.844311377245509
491,DeepEC CNN3,6,6.6,0.75
492,Models ensemble,6,6.1,0.998289136013687
493,Models ensemble,6,6.2,0.9726594863297432
494,Models ensemble,6,6.3,0.9879032258064517
495,Models ensemble,6,6.4,0.8823529411764706
496,Models ensemble,6,6.5,0.9968847352024921
497,Models ensemble,6,6.6,0.983050847457627
498,Models + BLASTp,6,6.1,0.9987174005985463
499,Models + BLASTp,6,6.2,0.9761316872427983
500,Models + BLASTp,6,6.3,0.9879410451094238
501,Models + BLASTp,6,6.4,0.8832116788321168
502,Models + BLASTp,6,6.5,0.9968847352024921
503,Models + BLASTp,6,6.6,0.983050847457627
504,BLASTp,7,7.1,0.9885204081632653
505,BLASTp,7,7.2,0.9537037037037036
506,BLASTp,7,7.3,0.9735449735449735
507,BLASTp,7,7.4,0.9530685920577616
508,BLASTp,7,7.5,0.9696969696969697
509,BLASTp,7,7.6,0.9694117647058824
510,DNN ESM1b,7,7.1,0.9866156787762906
511,DNN ESM1b,7,7.2,0.9698375870069605
512,DNN ESM1b,7,7.3,0.9574468085106383
513,DNN ESM1b,7,7.4,0.946969696969697
514,DNN ESM1b,7,7.5,0.9795918367346939
515,DNN ESM1b,7,7.6,0.9557109557109558
516,DNN ESM2 3B,7,7.1,0.9840865690642903
517,DNN ESM2 3B,7,7.2,0.974477958236659
518,DNN ESM2 3B,7,7.3,0.9637305699481866
519,DNN ESM2 3B,7,7.4,0.9591078066914498
520,DNN ESM2 3B,7,7.5,0.9591836734693877
521,DNN ESM2 3B,7,7.6,0.9626168224299064
522,DNN ProtBERT,7,7.1,0.9789674952198852
523,DNN ProtBERT,7,7.2,0.9624413145539906
524,DNN ProtBERT,7,7.3,0.9625668449197862
525,DNN ProtBERT,7,7.4,0.9201520912547527
526,DNN ProtBERT,7,7.5,0.9795918367346939
527,DNN ProtBERT,7,7.6,0.9557109557109558
528,D-SPACE EC,7,7.1,0.9380191693290735
529,D-SPACE EC,7,7.2,0.8905109489051095
530,D-SPACE EC,7,7.3,0.911917098445596
531,D-SPACE EC,7,7.4,0.8755020080321284
532,D-SPACE EC,7,7.5,0.9484536082474228
533,D-SPACE EC,7,7.6,0.8356164383561645
534,DeepEC CNN3,7,7.1,0.9209361163820367
535,DeepEC CNN3,7,7.2,0.7941888619854722
536,DeepEC CNN3,7,7.3,0.8617021276595744
537,DeepEC CNN3,7,7.4,0.8191881918819188
538,DeepEC CNN3,7,7.5,0.7931034482758621
539,DeepEC CNN3,7,7.6,0.8418708240534521
540,Models ensemble,7,7.1,0.9846743295019158
541,Models ensemble,7,7.2,0.9674418604651162
542,Models ensemble,7,7.3,0.9574468085106383
543,Models ensemble,7,7.4,0.9438202247191011
544,Models ensemble,7,7.5,0.9795918367346939
545,Models ensemble,7,7.6,0.9601873536299765
546,Models + BLASTp,7,7.1,0.9872611464968153
547,Models + BLASTp,7,7.2,0.9723502304147464
548,Models + BLASTp,7,7.3,0.9738219895287958
