method,threshold,EC number,Number of positives,F1 score,Difference of F1 score
DNN ESM2 3B,1e-21,4.1.1.44,14,1.0,0.06666666666666665
DNN ESM2 3B,1e-21,4.1.1.64,15,0.896551724137931,0.06896551724137923
DNN ESM2 3B,1e-21,4.1.1.71,15,0.9375,0.09879032258064513
DNN ESM2 3B,1e-21,4.1.1.74,14,0.8333333333333333,0.05072463768115931
DNN ESM2 3B,1e-21,4.1.1.77,14,0.6250000000000001,0.018939393939394034
DNN ESM2 3B,1e-21,4.1.1.86,15,0.7692307692307692,0.05494505494505497
DNN ESM2 3B,1e-21,4.1.2.17,25,0.7555555555555556,0.04444444444444451
DNN ESM2 3B,1e-21,4.1.2.21,18,0.972972972972973,0.04989604989605001
DNN ESM2 3B,1e-21,4.1.2.25,18,0.9714285714285714,0.030252100840336138
DNN ESM2 3B,1e-21,4.1.2.40,17,0.9444444444444444,0.049707602339181256
DNN ESM2 3B,1e-21,4.1.2.52,17,0.8235294117647058,0.05882352941176461
DNN ESM2 3B,1e-21,4.1.2.53,20,0.7,0.033333333333333215
DNN ESM2 3B,1e-21,4.1.3.1,23,0.9545454545454545,0.07649667405764948
DNN ESM2 3B,1e-21,4.1.3.17,31,0.9836065573770492,0.0169398907103826
DNN ESM2 3B,1e-21,4.1.3.27,41,0.963855421686747,0.012635909491625075
DNN ESM2 3B,1e-21,4.1.3.30,19,0.9500000000000001,0.023170731707317205
DNN ESM2 3B,1e-21,4.1.3.32,23,0.8333333333333333,0.007246376811594124
DNN ESM2 3B,1e-21,4.1.3.38,17,0.9090909090909091,0.07038123167155419
DNN ESM2 3B,1e-21,4.1.3.39,46,0.945054945054945,0.025054945054944988
DNN ESM2 3B,1e-21,4.1.3.4,18,0.9411764705882353,0.06617647058823517
DNN ESM2 3B,1e-21,4.1.3.43,17,0.8333333333333333,0.09999999999999987
DNN ESM2 3B,1e-21,4.1.99.12,54,0.9908256880733944,0.009007506255212627
DNN ESM2 3B,1e-21,4.1.99.22,62,1.0,0.008000000000000118
DNN ESM2 3B,1e-21,4.2.1.115,14,0.9655172413793104,0.0025542784163473664
DNN ESM2 3B,1e-21,4.2.1.118,14,0.923076923076923,0.026525198938991967
DNN ESM2 3B,1e-21,4.2.1.136,15,1.0,0.1428571428571429
DNN ESM2 3B,1e-21,4.2.1.148,14,0.9285714285714286,0.005494505494505586
DNN ESM2 3B,1e-21,4.2.1.149,14,0.7407407407407408,0.020740740740740726
DNN ESM2 3B,1e-21,4.2.1.153,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,4.2.1.2,30,1.0,0.016949152542372947
DNN ESM2 3B,1e-21,4.2.1.25,15,0.8749999999999999,0.0892857142857143
DNN ESM2 3B,1e-21,4.2.1.28,14,0.8148148148148148,0.04062126642771802
DNN ESM2 3B,1e-21,4.2.1.30,14,0.689655172413793,0.046798029556650134
DNN ESM2 3B,1e-21,4.2.1.36,14,0.888888888888889,0.08888888888888902
DNN ESM2 3B,1e-21,4.2.1.39,14,0.56,0.09846153846153854
DNN ESM2 3B,1e-21,4.2.1.40,14,1.0,0.03703703703703698
DNN ESM2 3B,1e-21,4.2.1.42,14,0.8461538461538461,0.06043956043956045
DNN ESM2 3B,1e-21,4.2.1.51,14,0.923076923076923,0.03418803418803407
DNN ESM2 3B,1e-21,4.2.1.59,124,1.0,0.01195219123505975
DNN ESM2 3B,1e-21,4.2.1.6,15,0.5925925925925926,0.040868454661558196
DNN ESM2 3B,1e-21,4.2.1.80,15,0.7407407407407408,0.1253561253561255
DNN ESM2 3B,1e-21,4.2.1.82,14,0.896551724137931,0.05784204671857618
DNN ESM2 3B,1e-21,4.2.1.83,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,4.2.1.84,13,0.962962962962963,0.03439153439153442
DNN ESM2 3B,1e-21,4.2.1.85,15,0.7857142857142856,0.0657142857142855
DNN ESM2 3B,1e-21,4.2.1.99,15,0.8666666666666667,0.009523809523809601
DNN ESM2 3B,1e-21,4.2.3.153,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,4.2.99.20,14,0.88,0.19034482758620697
DNN ESM2 3B,1e-21,4.3.1.15,23,1.0,0.021276595744680882
DNN ESM2 3B,1e-21,4.3.1.17,22,0.9,0.016279069767441867
DNN ESM2 3B,1e-21,4.3.1.19,21,0.923076923076923,0.023076923076922995
DNN ESM2 3B,1e-21,4.3.2.3,14,0.8461538461538461,0.3318681318681318
DNN ESM2 3B,1e-21,4.3.2.5,14,0.962962962962963,0.08296296296296302
DNN ESM2 3B,1e-21,4.3.3.7,98,1.0,0.010101010101010055
DNN ESM2 3B,1e-21,4.3.99.4,21,0.923076923076923,0.023076923076922995
DNN ESM2 3B,1e-21,4.4.1.14,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,4.4.1.15,14,0.6428571428571429,0.050264550264550234
DNN ESM2 3B,1e-21,4.4.1.23,14,1.0,0.07692307692307698
DNN ESM2 3B,1e-21,4.4.1.24,14,0.8461538461538461,0.09615384615384615
DNN ESM2 3B,1e-21,4.4.1.25,14,0.8275862068965518,0.11330049261083752
DNN ESM2 3B,1e-21,4.6.1.13,15,0.9285714285714286,0.025345622119815725
DNN ESM2 3B,1e-21,4.98.1.1,28,1.0,0.05084745762711873
DNN ESM2 3B,1e-21,4.99.1.4,14,0.888888888888889,0.18618618618618643
DNN ESM2 3B,1e-21,4.99.1.9,35,0.9855072463768115,0.03028336577979651
DNN ESM2 3B,1e-21,5.1.1.10,14,0.8461538461538461,0.01856763925729432
DNN ESM2 3B,1e-21,5.1.1.11,14,0.5833333333333334,0.044871794871794934
DNN ESM2 3B,1e-21,5.1.1.13,14,0.8666666666666666,0.03908045977011476
DNN ESM2 3B,1e-21,5.1.1.3,92,0.994535519125683,0.026450412742704432
DNN ESM2 3B,1e-21,5.1.1.8,16,0.8125,0.038306451612903136
DNN ESM2 3B,1e-21,5.1.3.10,18,0.7878787878787877,0.08517608517608499
DNN ESM2 3B,1e-21,5.1.3.11,17,0.9444444444444444,0.030158730158730163
DNN ESM2 3B,1e-21,5.1.3.13,17,0.9696969696969697,0.028520499108734443
DNN ESM2 3B,1e-21,5.1.3.2,45,0.9534883720930233,0.08601849257495098
DNN ESM2 3B,1e-21,5.1.3.37,17,0.9090909090909091,0.0267379679144385
DNN ESM2 3B,1e-21,5.1.3.6,20,0.8571428571428572,0.06766917293233099
DNN ESM2 3B,1e-21,5.1.3.8,17,0.9411764705882353,0.06617647058823539
DNN ESM2 3B,1e-21,5.1.99.6,49,1.0,0.010309278350515427
DNN ESM2 3B,1e-21,5.1.99.7,17,0.9714285714285714,0.026984126984127
DNN ESM2 3B,1e-21,5.2.1.4,15,0.7333333333333333,0.06666666666666665
DNN ESM2 3B,1e-21,5.3.1.1,122,0.9958847736625513,0.0040148549633644
DNN ESM2 3B,1e-21,5.3.1.22,14,0.9655172413793104,0.036945812807881784
DNN ESM2 3B,1e-21,5.3.1.23,53,1.0,0.00952380952380949
DNN ESM2 3B,1e-21,5.3.1.29,14,0.9285714285714286,0.005494505494505586
DNN ESM2 3B,1e-21,5.3.2.6,26,0.9411764705882353,0.043217286914765785
DNN ESM2 3B,1e-21,5.3.2.8,26,0.9615384615384616,0.06357927786499207
DNN ESM2 3B,1e-21,5.3.3.1,16,0.8666666666666666,0.03908045977011487
DNN ESM2 3B,1e-21,5.3.3.18,14,0.7857142857142857,0.11904761904761907
DNN ESM2 3B,1e-21,5.3.3.4,19,1.0,0.027027027027026973
DNN ESM2 3B,1e-21,5.3.3.6,17,0.9142857142857143,0.06428571428571428
DNN ESM2 3B,1e-21,5.4.2.8,13,1.0,0.039999999999999925
DNN ESM2 3B,1e-21,5.4.2.9,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,5.4.99.17,15,0.8125,0.04326923076923084
DNN ESM2 3B,1e-21,5.4.99.18,14,0.9655172413793104,0.0025542784163473664
DNN ESM2 3B,1e-21,5.4.99.19,14,0.9655172413793104,0.06896551724137934
DNN ESM2 3B,1e-21,5.4.99.21,14,0.962962962962963,0.03988603988604
DNN ESM2 3B,1e-21,5.4.99.28,14,0.888888888888889,0.01388888888888884
DNN ESM2 3B,1e-21,5.5.1.19,15,0.9333333333333333,0.1333333333333333
DNN ESM2 3B,1e-21,5.5.1.2,19,0.9743589743589743,0.026990553306342813
DNN ESM2 3B,1e-21,5.6.1.1,18,1.0,0.027027027027026973
DNN ESM2 3B,1e-21,6.1.1.17,87,1.0,0.005714285714285783
DNN ESM2 3B,1e-21,6.1.1.7,98,1.0,0.005076142131979711
DNN ESM2 3B,1e-21,6.2.1.1,66,0.96875,0.008120078740157521
DNN ESM2 3B,1e-21,6.2.1.12,28,0.8620689655172413,0.09283819628647216
DNN ESM2 3B,1e-21,6.2.1.13,14,0.9333333333333333,0.05833333333333324
DNN ESM2 3B,1e-21,6.2.1.16,14,1.0,0.03448275862068961
DNN ESM2 3B,1e-21,6.2.1.17,14,0.8,0.014285714285714346
DNN ESM2 3B,1e-21,6.2.1.25,14,0.7692307692307692,0.05955334987593053
DNN ESM2 3B,1e-21,6.2.1.26,14,0.88,0.05241379310344818
DNN ESM2 3B,1e-21,6.2.1.32,14,0.8666666666666666,0.09743589743589742
DNN ESM2 3B,1e-21,6.2.1.33,15,0.8387096774193549,0.0238948626045401
DNN ESM2 3B,1e-21,6.2.1.34,14,0.5454545454545454,0.045454545454545414
DNN ESM2 3B,1e-21,6.2.1.41,14,0.8148148148148148,0.014814814814814836
DNN ESM2 3B,1e-21,6.2.1.44,14,0.7741935483870968,0.024193548387096753
DNN ESM2 3B,1e-21,6.2.1.54,14,0.962962962962963,0.03439153439153442
DNN ESM2 3B,1e-21,6.3.1.11,17,0.9411764705882353,0.026890756302521024
DNN ESM2 3B,1e-21,6.3.1.12,15,1.0,0.0714285714285714
DNN ESM2 3B,1e-21,6.3.1.20,18,1.0,0.02857142857142858
DNN ESM2 3B,1e-21,6.3.1.8,17,0.8387096774193549,0.038709677419354716
DNN ESM2 3B,1e-21,6.3.2.41,16,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,6.3.2.49,18,0.9714285714285714,0.05714285714285716
DNN ESM2 3B,1e-21,6.3.2.5,17,0.9090909090909091,0.0267379679144385
DNN ESM2 3B,1e-21,6.3.4.15,15,0.9655172413793104,0.036945812807881784
DNN ESM2 3B,1e-21,6.3.5.7,73,1.0,0.020134228187919434
DNN ESM2 3B,1e-21,6.4.1.3,24,0.8400000000000001,0.023673469387755053
DNN ESM2 3B,1e-21,6.4.1.8,14,0.8461538461538461,0.15384615384615374
DNN ESM2 3B,1e-21,6.5.1.1,20,0.9743589743589743,0.0269905533063427
DNN ESM2 3B,1e-21,6.5.1.3,15,0.9655172413793104,0.036945812807881784
DNN ESM2 3B,1e-21,7.1.1.2,141,0.9819494584837545,0.0033780299123259416
DNN ESM2 3B,1e-21,7.1.1.8,15,1.0,0.032258064516129004
DNN ESM2 3B,1e-21,7.2.1.3,13,0.888888888888889,0.019323671497584516
DNN ESM2 3B,1e-21,7.2.4.2,19,0.9047619047619047,0.08424908424908417
DNN ESM2 3B,1e-21,7.4.2.5,15,0.5714285714285715,0.021428571428571574
DNN ESM2 3B,1e-21,7.6.2.3,14,0.888888888888889,0.07407407407407418
DNN ESM2 3B,0.1,1.17.2,16,0.8125,0.125
DNN ESM2 3B,0.1,1.1.1.107,14,0.5925925925925927,0.1481481481481482
DNN ESM2 3B,0.1,1.1.1.14,14,0.5,0.18
DNN ESM2 3B,0.1,1.1.1.269,14,0.5833333333333334,0.10333333333333344
DNN ESM2 3B,0.1,1.1.1.274,14,0.5,0.1296296296296296
DNN ESM2 3B,0.1,1.1.1.301,14,0.6206896551724138,0.17624521072796934
DNN ESM2 3B,0.1,1.1.1.311,15,0.64,0.12148148148148141
DNN ESM2 3B,0.1,1.1.1.313,14,0.7407407407407408,0.1007407407407408
DNN ESM2 3B,0.1,1.1.1.346,14,0.8,0.3833333333333334
DNN ESM2 3B,0.1,1.1.1.371,14,0.7857142857142857,0.11904761904761907
DNN ESM2 3B,0.1,1.1.1.51,14,0.8275862068965518,0.2561576354679804
DNN ESM2 3B,0.1,1.1.1.57,14,0.9285714285714286,0.1428571428571429
DNN ESM2 3B,0.1,1.1.1.9,16,0.8387096774193549,0.12442396313364057
DNN ESM2 3B,0.1,1.13.12.19,18,0.8387096774193548,0.15120967741935465
DNN ESM2 3B,0.1,1.14.12.1,14,0.6666666666666666,0.11494252873563227
DNN ESM2 3B,0.1,1.14.12.10,16,0.7647058823529411,0.14932126696832582
DNN ESM2 3B,0.1,1.14.13.84,18,0.7000000000000001,0.22941176470588243
DNN ESM2 3B,0.1,1.14.13.92,17,0.7272727272727272,0.10227272727272718
DNN ESM2 3B,0.1,1.14.19.3,14,0.9032258064516129,0.10322580645161294
DNN ESM2 3B,0.1,1.17.1.5,14,0.7407407407407408,0.14814814814814814
DNN ESM2 3B,0.1,1.17.2.1,15,0.8387096774193549,0.12903225806451624
DNN ESM2 3B,0.1,1.2.1.16,14,0.6451612903225806,0.228494623655914
DNN ESM2 3B,0.1,1.2.1.32,14,0.8125000000000001,0.16733870967741948
DNN ESM2 3B,0.1,1.2.1.4,14,0.689655172413793,0.11822660098522164
DNN ESM2 3B,0.1,1.2.1.85,14,0.7741935483870968,0.10752688172043012
DNN ESM2 3B,0.1,1.2.5.2,21,0.7222222222222222,0.18168168168168175
DNN ESM2 3B,0.1,1.2.7.11,23,0.8695652173913043,0.14229249011857714
DNN ESM2 3B,0.1,1.2.7.3,19,0.9047619047619047,0.15476190476190455
DNN ESM2 3B,0.1,1.2.7.4,21,0.9,0.19411764705882362
DNN ESM2 3B,0.1,1.3.3.15,19,0.9,0.12222222222222223
DNN ESM2 3B,0.1,1.3.8.3,17,0.717948717948718,0.10683760683760668
DNN ESM2 3B,0.1,1.5.1.42,18,0.7878787878787877,0.10366826156299824
DNN ESM2 3B,0.1,1.5.3.6,18,0.9714285714285714,0.18354978354978368
DNN ESM2 3B,0.1,1.5.8.3,24,0.5454545454545454,0.10643015521064292
DNN ESM2 3B,0.1,1.7.1.4,14,0.5384615384615384,0.16809116809116803
DNN ESM2 3B,0.1,1.7.7.1,19,0.9444444444444444,0.11517615176151752
DNN ESM2 3B,0.1,2.1.1.107,15,0.967741935483871,0.17826825127334467
DNN ESM2 3B,0.1,2.1.1.164,15,0.64,0.1784615384615385
DNN ESM2 3B,0.1,2.1.1.213,15,1.0,0.10344827586206895
DNN ESM2 3B,0.1,2.1.1.359,15,1.0,0.1428571428571429
DNN ESM2 3B,0.1,2.3.1.168,14,0.8148148148148148,0.10513739545997614
DNN ESM2 3B,0.1,2.3.1.20,15,0.9333333333333333,0.10574712643678152
DNN ESM2 3B,0.1,2.3.1.39,15,0.967741935483871,0.14421252371916515
DNN ESM2 3B,0.1,2.3.2.16,15,0.9655172413793104,0.11936339522546435
DNN ESM2 3B,0.1,2.3.3.16,21,0.9767441860465117,0.24597495527728097
DNN ESM2 3B,0.1,2.4.1.11,15,0.8275862068965518,0.10536398467432961
DNN ESM2 3B,0.1,2.4.1.152,17,1.0,0.16129032258064513
DNN ESM2 3B,0.1,2.4.1.187,17,0.9032258064516129,0.10322580645161272
DNN ESM2 3B,0.1,2.4.1.20,18,0.8333333333333334,0.18627450980392157
DNN ESM2 3B,0.1,2.4.1.212,17,0.6857142857142857,0.11428571428571421
DNN ESM2 3B,0.1,2.4.1.280,18,0.7999999999999999,0.11578947368421044
DNN ESM2 3B,0.1,2.4.1.301,19,0.5,0.15000000000000002
DNN ESM2 3B,0.1,2.4.2.41,15,0.7878787878787877,0.19528619528619517
DNN ESM2 3B,0.1,2.5.1.10,20,0.8947368421052632,0.13798008534850648
DNN ESM2 3B,0.1,2.5.1.114,15,0.896551724137931,0.17655172413793097
DNN ESM2 3B,0.1,2.5.1.29,22,0.8372093023255814,0.15428247305728882
DNN ESM2 3B,0.1,2.5.1.30,14,0.896551724137931,0.14655172413793105
DNN ESM2 3B,0.1,2.5.1.32,14,0.88,0.1466666666666666
DNN ESM2 3B,0.1,2.5.1.97,15,0.9090909090909091,0.21678321678321677
DNN ESM2 3B,0.1,2.6.1.19,15,0.7586206896551724,0.13793103448275856
DNN ESM2 3B,0.1,2.6.1.33,14,0.923076923076923,0.20307692307692293
DNN ESM2 3B,0.1,2.6.1.48,14,0.7857142857142857,0.2639751552795031
DNN ESM2 3B,0.1,2.6.1.50,14,0.4210526315789473,0.2729044834307991
DNN ESM2 3B,0.1,2.6.1.51,18,0.6206896551724137,0.20689655172413784
DNN ESM2 3B,0.1,2.7.1.134,15,0.888888888888889,0.10101010101010122
DNN ESM2 3B,0.1,2.7.1.159,18,0.9714285714285714,0.1065637065637065
DNN ESM2 3B,0.1,2.7.1.191,14,0.6956521739130435,0.19565217391304346
DNN ESM2 3B,0.1,2.7.1.45,15,0.846153846153846,0.15050167224080246
DNN ESM2 3B,0.1,2.7.7.82,15,0.7142857142857142,0.11428571428571421
DNN ESM2 3B,0.1,2.7.8.35,15,0.8387096774193549,0.14640198511166258
DNN ESM2 3B,0.1,2.8.3.18,22,0.8837209302325582,0.10594315245478036
DNN ESM2 3B,0.1,2.8.4.2,14,0.9655172413793104,0.11936339522546424
DNN ESM2 3B,0.1,3.1.1.24,16,0.8571428571428571,0.1298701298701299
DNN ESM2 3B,0.1,3.1.13.2,17,1.0,0.10526315789473684
DNN ESM2 3B,0.1,3.1.21.4,26,0.875,0.2804054054054055
DNN ESM2 3B,0.1,3.1.26.13,16,0.8666666666666666,0.11666666666666659
DNN ESM2 3B,0.1,3.1.6.1,26,0.3859649122807018,0.14420667052246006
DNN ESM2 3B,0.1,3.13.1.1,16,1.0,0.10344827586206895
DNN ESM2 3B,0.1,3.2.1.147,15,0.7692307692307692,0.10256410256410253
DNN ESM2 3B,0.1,3.4.11.24,15,0.5517241379310344,0.10011123470522793
DNN ESM2 3B,0.1,3.4.14.10,20,0.8780487804878048,0.19383825417201528
DNN ESM2 3B,0.1,3.4.17.18,15,0.967741935483871,0.14015572858731917
DNN ESM2 3B,0.1,3.4.21.107,14,0.8571428571428571,0.1428571428571428
DNN ESM2 3B,0.1,3.4.21.72,14,0.8148148148148148,0.11916264090177131
DNN ESM2 3B,0.1,3.4.22.37,15,0.967741935483871,0.1105990783410139
DNN ESM2 3B,0.1,3.4.22.45,16,1.0,0.1578947368421052
DNN ESM2 3B,0.1,3.4.22.54,16,1.0,0.11111111111111105
DNN ESM2 3B,0.1,3.4.24.80,14,0.6666666666666665,0.16666666666666652
DNN ESM2 3B,0.1,3.5.1.100,15,0.4137931034482759,0.14712643678160925
DNN ESM2 3B,0.1,3.5.1.52,15,1.0,0.1515151515151515
DNN ESM2 3B,0.1,3.5.4.43,14,0.7692307692307692,0.3247863247863247
DNN ESM2 3B,0.1,3.5.5.1,28,0.46511627906976744,0.10956072351421187
DNN ESM2 3B,0.1,3.5.5.7,22,0.8,0.13333333333333341
DNN ESM2 3B,0.1,3.7.1.13,15,0.5714285714285715,0.1825396825396826
DNN ESM2 3B,0.1,3.7.1.14,15,0.6666666666666665,0.13725490196078416
DNN ESM2 3B,0.1,3.7.1.17,15,0.5217391304347827,0.1079460269865068
DNN ESM2 3B,0.1,3.8.1.5,15,0.9333333333333333,0.12083333333333335
DNN ESM2 3B,0.1,3.8.1.7,15,0.7857142857142856,0.24725274725274704
DNN ESM2 3B,0.1,4.2.1.136,15,1.0,0.1428571428571429
DNN ESM2 3B,0.1,4.2.1.80,15,0.7407407407407408,0.1253561253561255
DNN ESM2 3B,0.1,4.2.99.20,14,0.88,0.19034482758620697
DNN ESM2 3B,0.1,4.3.2.3,14,0.8461538461538461,0.3318681318681318
DNN ESM2 3B,0.1,4.4.1.25,14,0.8275862068965518,0.11330049261083752
DNN ESM2 3B,0.1,4.99.1.4,14,0.888888888888889,0.18618618618618643
DNN ESM2 3B,0.1,5.3.3.18,14,0.7857142857142857,0.11904761904761907
DNN ESM2 3B,0.1,5.5.1.19,15,0.9333333333333333,0.1333333333333333
DNN ESM2 3B,0.1,6.4.1.8,14,0.8461538461538461,0.15384615384615374
DNN ESM2 3B,0.2,1.1.1.346,14,0.8,0.3833333333333334
DNN ESM2 3B,0.2,1.1.1.51,14,0.8275862068965518,0.2561576354679804
DNN ESM2 3B,0.2,1.14.13.84,18,0.7000000000000001,0.22941176470588243
DNN ESM2 3B,0.2,1.2.1.16,14,0.6451612903225806,0.228494623655914
DNN ESM2 3B,0.2,2.3.3.16,21,0.9767441860465117,0.24597495527728097
DNN ESM2 3B,0.2,2.5.1.97,15,0.9090909090909091,0.21678321678321677
DNN ESM2 3B,0.2,2.6.1.33,14,0.923076923076923,0.20307692307692293
DNN ESM2 3B,0.2,2.6.1.48,14,0.7857142857142857,0.2639751552795031
DNN ESM2 3B,0.2,2.6.1.50,14,0.4210526315789473,0.2729044834307991
DNN ESM2 3B,0.2,2.6.1.51,18,0.6206896551724137,0.20689655172413784
DNN ESM2 3B,0.2,3.1.21.4,26,0.875,0.2804054054054055
DNN ESM2 3B,0.2,3.5.4.43,14,0.7692307692307692,0.3247863247863247
DNN ESM2 3B,0.2,3.8.1.7,15,0.7857142857142856,0.24725274725274704
DNN ESM2 3B,0.2,4.3.2.3,14,0.8461538461538461,0.3318681318681318
DNN ESM2 3B,0.3,1.1.1.346,14,0.8,0.3833333333333334
DNN ESM2 3B,0.3,3.5.4.43,14,0.7692307692307692,0.3247863247863247
DNN ESM2 3B,0.3,4.3.2.3,14,0.8461538461538461,0.3318681318681318
DNN ESM1b,1e-21,7,1560,0.9910141206675225,0.001946596551766766
DNN ESM1b,1e-21,1.15,63,0.975609756097561,0.007867820613690069
DNN ESM1b,1e-21,1.2,1665,0.9677222898903777,0.0011660982663945774
DNN ESM1b,1e-21,1.20,79,0.9487179487179488,0.018781642985464586
DNN ESM1b,1e-21,1.97,61,0.9586776859504132,0.01750121536217797
DNN ESM1b,1e-21,2.2,180,0.9888268156424581,0.005401401277817297
DNN ESM1b,1e-21,2.6,1127,0.9866190900981266,0.0016900120839422605
DNN ESM1b,1e-21,3.13,60,0.9747899159663865,0.03461897579544637
DNN ESM1b,1e-21,3.3,99,0.888888888888889,0.021541950113378783
DNN ESM1b,1e-21,3.7,210,0.892018779342723,0.028056965500240838
DNN ESM1b,1e-21,3.8,78,0.7887323943661971,0.010208904433311128
DNN ESM1b,1e-21,4.3,998,0.9685598377281948,0.0017924661269862474
DNN ESM1b,1e-21,4.99,93,0.956043956043956,0.02820890449756408
DNN ESM1b,1e-21,6.1,1171,0.9978623343309106,0.0012723940069550022
DNN ESM1b,1e-21,6.2,613,0.9744013212221304,0.005806279899816413
DNN ESM1b,1e-21,7.2,219,0.9698375870069605,0.016133883303256935
DNN ESM1b,1e-21,7.5,48,0.9795918367346939,0.009894867037724131
DNN ESM1b,1e-21,1.12.7,15,0.7692307692307692,0.04923076923076908
DNN ESM1b,1e-21,1.14.16,64,0.9763779527559054,0.021154072158890425
DNN ESM1b,1e-21,1.15.1,63,0.975609756097561,0.007867820613690069
DNN ESM1b,1e-21,1.17.1,108,0.8374384236453202,0.018833772482529598
DNN ESM1b,1e-21,1.17.2,16,0.7999999999999999,0.11249999999999993
DNN ESM1b,1e-21,1.2.1,1201,0.980441115272576,0.002829174974068649
DNN ESM1b,1e-21,1.2.3,45,0.9285714285714286,0.07142857142857151
DNN ESM1b,1e-21,1.2.4,82,0.9818181818181818,0.012121212121212088
DNN ESM1b,1e-21,1.2.5,75,0.7301587301587301,0.03512326916582231
DNN ESM1b,1e-21,1.2.7,176,0.9391304347826087,0.02435770750988142
DNN ESM1b,1e-21,1.20.4,59,0.9557522123893806,0.014575741801145292
DNN ESM1b,1e-21,1.20.9,17,0.9142857142857143,0.011059907834101379
DNN ESM1b,1e-21,1.3.1,918,0.9264787175234938,0.011446037784931695
DNN ESM1b,1e-21,1.3.5,202,0.9536082474226806,0.0017095132454653106
DNN ESM1b,1e-21,1.3.99,233,0.8163265306122449,0.005392589837757367
DNN ESM1b,1e-21,1.5.3,88,0.8074534161490683,0.04274753379612706
DNN ESM1b,1e-21,1.5.8,61,0.8031496062992125,0.04281902778681579
DNN ESM1b,1e-21,1.6.1,16,0.9333333333333333,0.050980392156862786
DNN ESM1b,1e-21,1.6.2,56,0.9734513274336283,0.00853904673187389
DNN ESM1b,1e-21,1.7.1,210,0.9689737470167064,0.013262791305750588
DNN ESM1b,1e-21,1.8.3,69,0.9852941176470589,0.015144863915715567
DNN ESM1b,1e-21,1.8.98,52,0.9333333333333333,0.008805031446540879
DNN ESM1b,1e-21,1.97.1,60,0.9666666666666667,0.017514124293785183
DNN ESM1b,1e-21,2.2.1,180,0.9888268156424581,0.005401401277817297
DNN ESM1b,1e-21,2.4.2,1365,0.9790825688073393,0.004947778279106196
DNN ESM1b,1e-21,2.6.99,97,0.9948717948717948,0.010100221267733911
DNN ESM1b,1e-21,2.7.10,77,0.948051948051948,0.00611646418098033
DNN ESM1b,1e-21,2.8.4,161,0.9817073170731708,0.003514170655725346
DNN ESM1b,1e-21,3.1.2,319,0.9136577708006279,0.004566861709718872
DNN ESM1b,1e-21,3.1.21,275,0.9613259668508287,0.012754538279400096
DNN ESM1b,1e-21,3.1.26,497,0.9858012170385395,0.0029556065440894397
DNN ESM1b,1e-21,3.13.1,41,0.9156626506024096,0.004270245539118367
DNN ESM1b,1e-21,3.3.2,98,0.8877005347593584,0.021721153316059505
DNN ESM1b,1e-21,3.4.18,24,0.9787234042553191,0.018723404255319043
DNN ESM1b,1e-21,3.4.23,386,0.9750982961992136,0.007949807368727413
DNN ESM1b,1e-21,3.5.3,336,0.9745889387144993,7.619508631329097e-05
DNN ESM1b,1e-21,3.5.99,114,0.9696969696969696,0.008323579139029702
DNN ESM1b,1e-21,3.6.5,283,1.0,0.0035460992907802025
DNN ESM1b,1e-21,3.7.1,209,0.891509433962264,0.02548072582829275
DNN ESM1b,1e-21,3.8.1,78,0.7943262411347517,0.015802751201865695
DNN ESM1b,1e-21,4.2.99,150,0.9621993127147767,0.00886597938144329
DNN ESM1b,1e-21,4.3.2,376,0.9853137516688918,0.01569684281816519
DNN ESM1b,1e-21,4.3.99,46,0.9662921348314606,0.010736579275904878
DNN ESM1b,1e-21,4.99.1,93,0.956043956043956,0.02820890449756408
DNN ESM1b,1e-21,5.1.1,457,0.9684439608269858,0.005081891861468568
DNN ESM1b,1e-21,5.3.3,236,0.9006622516556292,0.001080661697470231
DNN ESM1b,1e-21,6.2.1,608,0.9750415973377704,0.007514536555089268
DNN ESM1b,1e-21,6.3.4,546,0.9880624426078972,0.0016864208095320743
DNN ESM1b,1e-21,6.3.5,568,0.9964664310954063,0.0008639684744741194
DNN ESM1b,1e-21,7.1.2,164,0.9907692307692307,0.003039169419537524
DNN ESM1b,1e-21,7.2.1,57,0.9911504424778761,0.03619548752292112
DNN ESM1b,1e-21,7.2.4,25,0.9795918367346939,0.09959183673469385
DNN ESM1b,1e-21,7.5.2,48,0.9795918367346939,0.009894867037724131
DNN ESM1b,1e-21,1.1.1.103,31,1.0,0.0461538461538461
DNN ESM1b,1e-21,1.1.1.107,14,0.6153846153846153,0.17094017094017083
DNN ESM1b,1e-21,1.1.1.122,14,0.42857142857142855,0.043956043956043966
DNN ESM1b,1e-21,1.1.1.127,14,0.88,0.03384615384615386
DNN ESM1b,1e-21,1.1.1.132,14,0.8275862068965518,0.02758620689655189
DNN ESM1b,1e-21,1.1.1.136,15,0.7878787878787877,0.023172905525846388
DNN ESM1b,1e-21,1.1.1.14,14,0.45454545454545453,0.13454545454545452
DNN ESM1b,1e-21,1.1.1.195,19,0.7894736842105263,0.062200956937799035
DNN ESM1b,1e-21,1.1.1.2,14,0.7407407407407408,0.020740740740740726
