method,threshold,EC number,Number of positives,F1 score,Difference of F1 score
DNN ESM2 3B - BLASTp,1e-21,1.1.1.338,15,0.9655172413793104,-0.09885057471264369
DNN ESM2 3B - BLASTp,1e-21,1.1.1.34,35,0.9859154929577464,-0.014486921529174968
DNN ESM2 3B - BLASTp,1e-21,1.1.1.340,14,0.7999999999999999,-0.06666666666666654
DNN ESM2 3B - BLASTp,1e-21,1.1.1.35,35,0.9705882352941176,-0.031194295900178304
DNN ESM2 3B - BLASTp,1e-21,1.1.1.36,13,0.9285714285714286,-0.08241758241758246
DNN ESM2 3B - BLASTp,1e-21,1.1.1.361,14,0.88,-0.11076923076923084
DNN ESM2 3B - BLASTp,1e-21,1.1.1.37,147,0.9659863945578231,-0.0002329699002889818
DNN ESM2 3B - BLASTp,1e-21,1.1.1.370,14,0.6666666666666666,-0.05128205128205132
DNN ESM2 3B - BLASTp,1e-21,1.1.1.385,14,0.43750000000000006,-0.32638888888888895
DNN ESM2 3B - BLASTp,1e-21,1.1.1.41,14,0.9655172413793104,-0.11936339522546424
DNN ESM2 3B - BLASTp,1e-21,1.1.1.42,49,0.98989898989899,-0.021477937267410985
DNN ESM2 3B - BLASTp,1e-21,1.1.1.44,42,0.9382716049382716,-0.0015627441787778862
DNN ESM2 3B - BLASTp,1e-21,1.1.1.47,43,0.5454545454545454,-0.037518037518037506
DNN ESM2 3B - BLASTp,1e-21,1.1.1.60,14,0.6666666666666667,-0.09523809523809534
DNN ESM2 3B - BLASTp,1e-21,1.1.1.8,20,1.0,-0.02564102564102566
DNN ESM2 3B - BLASTp,1e-21,1.1.1.81,19,0.8205128205128205,-0.05128205128205132
DNN ESM2 3B - BLASTp,1e-21,1.1.1.85,105,0.9903846153846153,-0.004877369007803778
DNN ESM2 3B - BLASTp,1e-21,1.1.1.87,14,0.9333333333333333,-0.2436781609195403
DNN ESM2 3B - BLASTp,1e-21,1.1.1.90,14,0.9655172413793104,-0.10837438423645329
DNN ESM2 3B - BLASTp,1e-21,1.1.1.91,14,0.8571428571428571,-0.02955665024630527
DNN ESM2 3B - BLASTp,1e-21,1.1.1.93,15,0.7142857142857142,-0.19815668202764958
DNN ESM2 3B - BLASTp,1e-21,1.1.1.94,160,1.0,-0.0031152647975078995
DNN ESM2 3B - BLASTp,1e-21,1.1.2.3,20,0.7777777777777777,-0.20634920634920617
DNN ESM2 3B - BLASTp,1e-21,1.1.2.8,19,0.761904761904762,-0.039682539682539764
DNN ESM2 3B - BLASTp,1e-21,1.1.3.15,50,0.7356321839080459,-0.006220419202163541
DNN ESM2 3B - BLASTp,1e-21,1.1.3.21,17,0.8888888888888888,-0.01388888888888895
DNN ESM2 3B - BLASTp,1e-21,1.1.3.37,15,0.967741935483871,-0.058651026392961936
DNN ESM2 3B - BLASTp,1e-21,1.1.3.6,15,0.967741935483871,-0.030241935483870996
DNN ESM2 3B - BLASTp,1e-21,1.1.3.8,20,0.9523809523809523,-0.03346203346203347
DNN ESM2 3B - BLASTp,1e-21,1.1.5.3,52,0.9423076923076923,-0.044348508634222794
DNN ESM2 3B - BLASTp,1e-21,1.1.5.4,52,1.0,-0.009708737864077777
DNN ESM2 3B - BLASTp,1e-21,1.1.5.8,14,0.923076923076923,-0.04307692307692301
DNN ESM2 3B - BLASTp,1e-21,1.1.99.14,49,0.9278350515463918,-0.0031038687506929064
DNN ESM2 3B - BLASTp,1e-21,1.1.99.28,15,0.48,-0.11636363636363634
DNN ESM2 3B - BLASTp,1e-21,1.1.99.3,17,0.8125,-0.08522727272727282
DNN ESM2 3B - BLASTp,1e-21,1.1.99.36,14,0.923076923076923,-0.03418803418803407
DNN ESM2 3B - BLASTp,1e-21,1.10.3.1,14,0.9333333333333333,-0.010256410256410331
DNN ESM2 3B - BLASTp,1e-21,1.10.3.11,14,0.9655172413793104,-0.06896551724137934
DNN ESM2 3B - BLASTp,1e-21,1.10.3.3,15,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,1.11.1.1,14,0.9655172413793104,-0.0025542784163473664
DNN ESM2 3B - BLASTp,1e-21,1.11.1.10,15,0.6,-0.007407407407407418
DNN ESM2 3B - BLASTp,1e-21,1.11.1.11,14,0.962962962962963,-0.09629629629629644
DNN ESM2 3B - BLASTp,1e-21,1.11.1.18,15,0.56,-0.03826086956521735
DNN ESM2 3B - BLASTp,1e-21,1.11.1.24,44,0.9285714285714285,-0.012908777969018792
DNN ESM2 3B - BLASTp,1e-21,1.11.1.25,15,1.0,-0.11111111111111105
DNN ESM2 3B - BLASTp,1e-21,1.11.1.27,15,1.0,-0.06666666666666665
DNN ESM2 3B - BLASTp,1e-21,1.11.2.1,23,0.9583333333333334,-0.04528985507246386
DNN ESM2 3B - BLASTp,1e-21,1.12.1.2,17,0.8387096774193549,-0.12442396313364057
DNN ESM2 3B - BLASTp,1e-21,1.12.1.3,15,0.8235294117647058,-0.18067226890756294
DNN ESM2 3B - BLASTp,1e-21,1.12.5.1,15,0.9032258064516129,-0.006674082313681828
DNN ESM2 3B - BLASTp,1e-21,1.12.98.1,15,0.9333333333333333,-0.004761904761904745
DNN ESM2 3B - BLASTp,1e-21,1.12.98.3,15,0.8571428571428571,-0.19047619047619035
DNN ESM2 3B - BLASTp,1e-21,1.13.11.39,13,0.5833333333333334,-0.061594202898550776
DNN ESM2 3B - BLASTp,1e-21,1.13.11.45,14,0.9333333333333333,-0.0367816091954023
DNN ESM2 3B - BLASTp,1e-21,1.13.11.49,14,0.896551724137931,-0.029885057471264465
DNN ESM2 3B - BLASTp,1e-21,1.13.11.5,49,0.9896907216494846,-0.010524054982817943
DNN ESM2 3B - BLASTp,1e-21,1.13.12.3,25,0.92,-0.022040816326530654
DNN ESM2 3B - BLASTp,1e-21,1.13.12.4,20,0.8780487804878048,-0.08857509627727855
DNN ESM2 3B - BLASTp,1e-21,1.13.99.1,16,1.0,-0.06666666666666665
DNN ESM2 3B - BLASTp,1e-21,1.14.11.1,14,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,1.14.11.16,14,0.962962962962963,-0.19373219373219386
DNN ESM2 3B - BLASTp,1e-21,1.14.11.2,49,1.0,-0.03157894736842104
DNN ESM2 3B - BLASTp,1e-21,1.14.11.20,14,0.9032258064516129,-0.05474095796676448
DNN ESM2 3B - BLASTp,1e-21,1.14.11.33,14,0.962962962962963,-0.03439153439153442
DNN ESM2 3B - BLASTp,1e-21,1.14.11.7,14,1.0,-0.03703703703703698
DNN ESM2 3B - BLASTp,1e-21,1.14.12.13,19,0.4666666666666667,-0.2523809523809524
DNN ESM2 3B - BLASTp,1e-21,1.14.12.17,56,0.9909909909909909,-0.02802802802802784
DNN ESM2 3B - BLASTp,1e-21,1.14.12.18,16,0.6875,-0.125
DNN ESM2 3B - BLASTp,1e-21,1.14.12.19,17,0.717948717948718,-0.07509157509157516
DNN ESM2 3B - BLASTp,1e-21,1.14.12.7,17,0.6857142857142857,-0.06071428571428572
DNN ESM2 3B - BLASTp,1e-21,1.14.13.1,19,0.6111111111111113,-0.2539682539682541
DNN ESM2 3B - BLASTp,1e-21,1.14.13.107,16,0.6923076923076923,-0.049450549450549386
DNN ESM2 3B - BLASTp,1e-21,1.14.13.113,17,0.5,-0.1363636363636364
DNN ESM2 3B - BLASTp,1e-21,1.14.13.114,17,0.3888888888888889,-0.025252525252525304
DNN ESM2 3B - BLASTp,1e-21,1.14.13.127,19,0.7777777777777778,-0.008547008547008628
DNN ESM2 3B - BLASTp,1e-21,1.14.13.196,18,0.8888888888888888,-0.04040404040404033
DNN ESM2 3B - BLASTp,1e-21,1.14.13.2,32,0.8813559322033898,-0.04802259887005644
DNN ESM2 3B - BLASTp,1e-21,1.14.13.227,16,0.9333333333333333,-0.03010752688172047
DNN ESM2 3B - BLASTp,1e-21,1.14.13.239,18,0.9714285714285714,-0.06233766233766236
DNN ESM2 3B - BLASTp,1e-21,1.14.13.24,18,0.5882352941176471,-0.07394957983193273
DNN ESM2 3B - BLASTp,1e-21,1.14.13.38,18,0.6153846153846153,-0.10109890109890096
DNN ESM2 3B - BLASTp,1e-21,1.14.13.39,35,0.9705882352941176,-0.06433823529411764
DNN ESM2 3B - BLASTp,1e-21,1.14.13.59,25,0.9803921568627451,-0.0008003201280512018
DNN ESM2 3B - BLASTp,1e-21,1.14.13.7,17,0.7741935483870968,-0.18160095579450408
DNN ESM2 3B - BLASTp,1e-21,1.14.13.82,14,0.7142857142857143,-0.04761904761904767
DNN ESM2 3B - BLASTp,1e-21,1.14.14.1,81,0.860759493670886,-0.010759493670885911
DNN ESM2 3B - BLASTp,1e-21,1.14.14.17,31,1.0,-0.016393442622950838
DNN ESM2 3B - BLASTp,1e-21,1.14.14.23,14,1.0,-0.10344827586206895
DNN ESM2 3B - BLASTp,1e-21,1.14.14.3,19,0.8292682926829269,-0.1450577663671374
DNN ESM2 3B - BLASTp,1e-21,1.14.14.46,14,0.8148148148148148,-0.10052910052910047
DNN ESM2 3B - BLASTp,1e-21,1.14.14.47,14,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,1.14.15.29,21,0.9523809523809523,-0.022148394241417457
DNN ESM2 3B - BLASTp,1e-21,1.14.15.30,20,0.9500000000000001,-0.07820512820512826
DNN ESM2 3B - BLASTp,1e-21,1.14.15.32,22,0.888888888888889,-0.019323671497584627
DNN ESM2 3B - BLASTp,1e-21,1.14.15.7,19,0.972972972972973,-0.02297297297297296
DNN ESM2 3B - BLASTp,1e-21,1.14.16.2,18,0.9714285714285714,-0.06233766233766236
DNN ESM2 3B - BLASTp,1e-21,1.14.16.4,14,0.962962962962963,-0.03439153439153442
DNN ESM2 3B - BLASTp,1e-21,1.14.17.4,21,1.0,-0.09999999999999998
DNN ESM2 3B - BLASTp,1e-21,1.14.18.1,38,0.9295774647887324,-0.06390582299768754
DNN ESM2 3B - BLASTp,1e-21,1.14.19.18,14,1.0,-0.03448275862068961
DNN ESM2 3B - BLASTp,1e-21,1.14.99.1,14,1.0,-0.03448275862068961
DNN ESM2 3B - BLASTp,1e-21,1.14.99.46,14,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,1.14.99.66,14,1.0,-0.03703703703703698
DNN ESM2 3B - BLASTp,1e-21,1.15.1.1,48,0.9574468085106383,-0.011210249370853353
DNN ESM2 3B - BLASTp,1e-21,1.16.1.1,22,0.9777777777777777,-0.001033591731266048
DNN ESM2 3B - BLASTp,1e-21,1.16.1.9,18,0.8750000000000001,-0.03629032258064535
DNN ESM2 3B - BLASTp,1e-21,1.16.3.1,40,0.9620253164556962,-0.0009863554167351962
DNN ESM2 3B - BLASTp,1e-21,1.17.1.9,24,0.888888888888889,-0.0888888888888889
DNN ESM2 3B - BLASTp,1e-21,1.17.4.2,21,0.8205128205128205,-0.02051282051282044
DNN ESM2 3B - BLASTp,1e-21,1.17.5.2,18,0.7878787878787877,-0.02317290552584661
DNN ESM2 3B - BLASTp,1e-21,1.17.7.1,14,0.923076923076923,-0.04307692307692301
DNN ESM2 3B - BLASTp,1e-21,1.18.1.2,55,0.9636363636363636,-0.0013722126929673895
DNN ESM2 3B - BLASTp,1e-21,1.18.1.3,18,0.6451612903225806,-0.07373271889400923
DNN ESM2 3B - BLASTp,1e-21,1.18.6.1,42,0.975609756097561,-0.025609756097560887
DNN ESM2 3B - BLASTp,1e-21,1.2.1.11,18,1.0,-0.027027027027026973
DNN ESM2 3B - BLASTp,1e-21,1.2.1.12,84,0.9820359281437125,-0.030816415948590525
DNN ESM2 3B - BLASTp,1e-21,1.2.1.18,14,0.962962962962963,-0.10582010582010593
DNN ESM2 3B - BLASTp,1e-21,1.2.1.22,14,0.5333333333333333,-0.1333333333333333
DNN ESM2 3B - BLASTp,1e-21,1.2.1.24,14,0.8148148148148148,-0.02910052910052907
DNN ESM2 3B - BLASTp,1e-21,1.2.1.27,14,0.888888888888889,-0.08888888888888902
DNN ESM2 3B - BLASTp,1e-21,1.2.1.28,14,0.7407407407407408,-0.2645502645502646
DNN ESM2 3B - BLASTp,1e-21,1.2.1.3,45,0.8470588235294118,-0.1723600283486889
DNN ESM2 3B - BLASTp,1e-21,1.2.1.46,14,0.8484848484848484,-0.0627705627705627
DNN ESM2 3B - BLASTp,1e-21,1.2.1.5,14,0.8750000000000001,-0.20833333333333348
DNN ESM2 3B - BLASTp,1e-21,1.2.1.58,14,0.888888888888889,-0.031746031746031855
DNN ESM2 3B - BLASTp,1e-21,1.2.1.59,22,0.9767441860465117,-0.022198731501057112
DNN ESM2 3B - BLASTp,1e-21,1.2.1.72,15,1.0,-0.032258064516129004
DNN ESM2 3B - BLASTp,1e-21,1.2.1.79,14,0.4137931034482759,-0.06596701649175418
DNN ESM2 3B - BLASTp,1e-21,1.2.1.8,42,0.8372093023255814,-0.060738714090287305
DNN ESM2 3B - BLASTp,1e-21,1.2.1.86,14,1.0,-0.03448275862068961
DNN ESM2 3B - BLASTp,1e-21,1.2.1.9,14,0.8387096774193549,-0.06451612903225812
DNN ESM2 3B - BLASTp,1e-21,1.2.3.3,20,0.9743589743589743,-0.05128205128205121
DNN ESM2 3B - BLASTp,1e-21,1.2.4.1,44,0.9545454545454546,-0.025974025974026094
DNN ESM2 3B - BLASTp,1e-21,1.2.5.1,26,1.0,-0.019607843137254943
DNN ESM2 3B - BLASTp,1e-21,1.2.5.3,28,0.5,-0.011111111111111183
DNN ESM2 3B - BLASTp,1e-21,1.2.7.1,22,0.7317073170731707,-0.11632270168855541
DNN ESM2 3B - BLASTp,1e-21,1.2.7.12,20,0.9743589743589743,-0.0269905533063427
DNN ESM2 3B - BLASTp,1e-21,1.2.7.7,21,0.8,-0.2666666666666667
DNN ESM2 3B - BLASTp,1e-21,1.2.99.6,21,0.8500000000000001,-0.01666666666666683
DNN ESM2 3B - BLASTp,1e-21,1.2.99.7,23,0.8444444444444444,-0.007235142118863003
DNN ESM2 3B - BLASTp,1e-21,1.21.1.1,15,0.967741935483871,-0.09274193548387111
DNN ESM2 3B - BLASTp,1e-21,1.21.98.4,33,1.0,-0.01538461538461533
DNN ESM2 3B - BLASTp,1e-21,1.3.1.103,15,0.689655172413793,-0.11822660098522153
DNN ESM2 3B - BLASTp,1e-21,1.3.1.14,34,0.9565217391304348,-0.026944274341702323
DNN ESM2 3B - BLASTp,1e-21,1.3.1.25,14,0.962962962962963,-0.03988603988604
DNN ESM2 3B - BLASTp,1e-21,1.3.1.34,14,0.9285714285714286,-0.12857142857142856
DNN ESM2 3B - BLASTp,1e-21,1.3.1.42,14,0.7999999999999999,-0.1333333333333332
DNN ESM2 3B - BLASTp,1e-21,1.3.1.43,15,0.5454545454545454,-0.03263403263403253
DNN ESM2 3B - BLASTp,1e-21,1.3.1.48,14,0.962962962962963,-0.07407407407407407
DNN ESM2 3B - BLASTp,1e-21,1.3.1.70,14,0.9333333333333333,-0.03010752688172047
DNN ESM2 3B - BLASTp,1e-21,1.3.1.76,27,0.9454545454545454,-0.004278074866310155
DNN ESM2 3B - BLASTp,1e-21,1.3.1.84,14,0.8,-0.10769230769230764
DNN ESM2 3B - BLASTp,1e-21,1.3.1.86,14,0.6153846153846153,-0.09364548494983271
DNN ESM2 3B - BLASTp,1e-21,1.3.1.87,14,0.36363636363636365,-0.15311004784689
DNN ESM2 3B - BLASTp,1e-21,1.3.1.89,22,0.9777777777777777,-0.001033591731266048
DNN ESM2 3B - BLASTp,1e-21,1.3.1.9,47,0.924731182795699,-0.017754438609652534
DNN ESM2 3B - BLASTp,1e-21,1.3.1.93,13,1.0,-0.03703703703703698
DNN ESM2 3B - BLASTp,1e-21,1.3.1.94,17,1.0,-0.030303030303030276
DNN ESM2 3B - BLASTp,1e-21,1.3.3.3,52,1.0,-0.009708737864077777
DNN ESM2 3B - BLASTp,1e-21,1.3.3.5,14,0.9285714285714286,-0.07142857142857151
DNN ESM2 3B - BLASTp,1e-21,1.3.3.6,23,0.9583333333333334,-0.10119047619047616
DNN ESM2 3B - BLASTp,1e-21,1.3.5.2,105,0.9952606635071091,-4.53525023244028e-05
DNN ESM2 3B - BLASTp,1e-21,1.3.5.6,13,0.8799999999999999,-0.046666666666666634
DNN ESM2 3B - BLASTp,1e-21,1.3.7.3,14,1.0,-0.0714285714285714
DNN ESM2 3B - BLASTp,1e-21,1.3.7.7,114,1.0,-0.008849557522123908
DNN ESM2 3B - BLASTp,1e-21,1.3.7.8,15,0.9375,-0.02840909090909094
DNN ESM2 3B - BLASTp,1e-21,1.3.8.1,26,0.5925925925925927,-0.059259259259259345
DNN ESM2 3B - BLASTp,1e-21,1.3.8.2,18,0.5454545454545454,-0.36363636363636365
DNN ESM2 3B - BLASTp,1e-21,1.3.8.7,23,0.5263157894736841,-0.12631578947368405
DNN ESM2 3B - BLASTp,1e-21,1.3.8.8,20,0.7142857142857143,-0.008403361344537896
DNN ESM2 3B - BLASTp,1e-21,1.3.98.1,19,0.7777777777777778,-0.1307189542483661
DNN ESM2 3B - BLASTp,1e-21,1.3.99.28,25,0.7272727272727272,-0.01298701298701288
DNN ESM2 3B - BLASTp,1e-21,1.3.99.29,23,0.6315789473684211,-0.0369843527738265
DNN ESM2 3B - BLASTp,1e-21,1.3.99.31,18,0.6285714285714287,-0.10476190476190483
DNN ESM2 3B - BLASTp,1e-21,1.3.99.4,21,1.0,-0.023255813953488302
DNN ESM2 3B - BLASTp,1e-21,1.4.1.18,17,0.9696969696969697,-0.032196969696969724
DNN ESM2 3B - BLASTp,1e-21,1.4.1.2,17,0.8571428571428571,-0.029556650246305383
DNN ESM2 3B - BLASTp,1e-21,1.4.1.23,15,0.9375,-0.04094827586206895
DNN ESM2 3B - BLASTp,1e-21,1.4.1.24,21,1.0,-0.023255813953488302
DNN ESM2 3B - BLASTp,1e-21,1.4.1.9,19,0.8888888888888888,-0.024024024024023927
DNN ESM2 3B - BLASTp,1e-21,1.4.3.1,14,0.88,-0.046666666666666745
DNN ESM2 3B - BLASTp,1e-21,1.4.3.19,14,0.8387096774193549,-0.011123470522803047
DNN ESM2 3B - BLASTp,1e-21,1.4.3.2,22,0.7999999999999999,-0.08205128205128198
DNN ESM2 3B - BLASTp,1e-21,1.4.3.4,14,0.6875000000000001,-0.11607142857142871
DNN ESM2 3B - BLASTp,1e-21,1.4.9.1,24,0.8979591836734694,-0.028393966282165062
DNN ESM2 3B - BLASTp,1e-21,1.5.1.2,49,0.98989898989899,-0.020826824950536338
DNN ESM2 3B - BLASTp,1e-21,1.5.1.28,14,0.923076923076923,-0.026525198938991967
DNN ESM2 3B - BLASTp,1e-21,1.5.1.3,50,0.9583333333333334,-0.010964912280701733
DNN ESM2 3B - BLASTp,1e-21,1.5.1.30,14,0.7200000000000001,-0.024347826086956625
DNN ESM2 3B - BLASTp,1e-21,1.5.1.34,14,0.888888888888889,-0.042735042735042805
DNN ESM2 3B - BLASTp,1e-21,1.5.1.38,14,0.8,-0.08571428571428574
DNN ESM2 3B - BLASTp,1e-21,1.5.1.39,14,0.9032258064516129,-0.1832258064516128
DNN ESM2 3B - BLASTp,1e-21,1.5.1.49,14,0.5294117647058824,-0.05882352941176472
DNN ESM2 3B - BLASTp,1e-21,1.5.1.5,203,0.9975308641975309,-0.0024813592470358525
DNN ESM2 3B - BLASTp,1e-21,1.5.1.7,14,0.888888888888889,-0.008888888888888946
DNN ESM2 3B - BLASTp,1e-21,1.5.5.1,21,1.0,-0.024390243902439046
DNN ESM2 3B - BLASTp,1e-21,1.5.98.1,17,0.9714285714285714,-0.0017316017316016952
DNN ESM2 3B - BLASTp,1e-21,1.5.99.14,22,0.717948717948718,-0.05128205128205143
DNN ESM2 3B - BLASTp,1e-21,1.6.3.1,18,0.8571428571428571,-0.008658008658008587
DNN ESM2 3B - BLASTp,1e-21,1.6.5.2,25,0.9166666666666666,-0.023049645390070816
DNN ESM2 3B - BLASTp,1e-21,1.6.5.5,15,0.6,-0.17142857142857143
DNN ESM2 3B - BLASTp,1e-21,1.7.2.3,19,0.8571428571428572,-0.03361344537815136
DNN ESM2 3B - BLASTp,1e-21,1.7.2.4,14,1.0,-0.03703703703703698
DNN ESM2 3B - BLASTp,1e-21,1.7.2.5,15,0.967741935483871,-0.07885304659498205
DNN ESM2 3B - BLASTp,1e-21,1.7.5.1,15,0.888888888888889,-0.042735042735042916
DNN ESM2 3B - BLASTp,1e-21,1.8.1.14,14,0.896551724137931,-0.039408866995073955
DNN ESM2 3B - BLASTp,1e-21,1.8.1.16,15,0.846153846153846,-0.07692307692307687
DNN ESM2 3B - BLASTp,1e-21,1.8.1.4,34,0.955223880597015,-0.017723880597015018
DNN ESM2 3B - BLASTp,1e-21,1.8.1.7,17,0.8888888888888888,-0.07638888888888884
DNN ESM2 3B - BLASTp,1e-21,1.8.2.2,25,0.9795918367346939,-0.021258503401360485
DNN ESM2 3B - BLASTp,1e-21,1.8.3.1,21,1.0,-0.04999999999999993
DNN ESM2 3B - BLASTp,1e-21,1.8.4.14,13,1.0,-0.07692307692307687
DNN ESM2 3B - BLASTp,1e-21,1.8.4.8,15,0.9655172413793104,-0.03218390804597704
DNN ESM2 3B - BLASTp,1e-21,1.8.5.1,21,0.9268292682926829,-0.055034396497811056
DNN ESM2 3B - BLASTp,1e-21,1.8.5.3,19,0.7272727272727273,-0.06060606060606055
DNN ESM2 3B - BLASTp,1e-21,1.8.7.2,20,1.0,-0.02564102564102566
DNN ESM2 3B - BLASTp,1e-21,1.8.98.1,19,0.6829268292682926,-0.0029268292682926855
DNN ESM2 3B - BLASTp,1e-21,1.8.98.2,17,1.0,-0.030303030303030276
DNN ESM2 3B - BLASTp,1e-21,1.8.99.5,22,0.9523809523809523,-0.022148394241417457
DNN ESM2 3B - BLASTp,1e-21,1.97.1.4,15,0.896551724137931,-0.04806687565308254
DNN ESM2 3B - BLASTp,1e-21,2.1.1.10,15,0.9333333333333333,-0.03010752688172047
DNN ESM2 3B - BLASTp,1e-21,2.1.1.13,15,0.967741935483871,-0.0022246941045606095
DNN ESM2 3B - BLASTp,1e-21,2.1.1.130,15,0.9285714285714286,-0.03201970443349755
DNN ESM2 3B - BLASTp,1e-21,2.1.1.137,15,0.8000000000000002,-0.050000000000000266
DNN ESM2 3B - BLASTp,1e-21,2.1.1.151,15,0.9375,-0.008928571428571397
DNN ESM2 3B - BLASTp,1e-21,2.1.1.156,15,0.7096774193548386,-0.023963133640552914
DNN ESM2 3B - BLASTp,1e-21,2.1.1.17,15,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,2.1.1.170,31,0.9841269841269841,-0.015376984126984072
DNN ESM2 3B - BLASTp,1e-21,2.1.1.189,15,0.9090909090909091,-0.06060606060606055
DNN ESM2 3B - BLASTp,1e-21,2.1.1.199,74,1.0,-0.006711409395973145
DNN ESM2 3B - BLASTp,1e-21,2.1.1.216,15,0.896551724137931,-0.039408866995073955
DNN ESM2 3B - BLASTp,1e-21,2.1.1.234,15,0.6666666666666665,-0.12820512820512797
DNN ESM2 3B - BLASTp,1e-21,2.1.1.245,15,1.0,-0.03448275862068961
DNN ESM2 3B - BLASTp,1e-21,2.1.1.265,15,0.9032258064516129,-0.11751152073732729
DNN ESM2 3B - BLASTp,1e-21,2.1.1.320,15,1.0,-0.03448275862068961
DNN ESM2 3B - BLASTp,1e-21,2.1.1.321,15,0.9655172413793104,-0.03218390804597704
DNN ESM2 3B - BLASTp,1e-21,2.1.1.355,15,0.9375,-0.004166666666666652
DNN ESM2 3B - BLASTp,1e-21,2.1.1.360,15,1.0,-0.0714285714285714
DNN ESM2 3B - BLASTp,1e-21,2.1.1.361,15,0.967741935483871,-0.03917050691244239
DNN ESM2 3B - BLASTp,1e-21,2.1.1.41,15,0.8571428571428571,-0.05714285714285694
DNN ESM2 3B - BLASTp,1e-21,2.1.1.44,15,0.9375,-0.03427419354838712
DNN ESM2 3B - BLASTp,1e-21,2.1.1.56,26,0.8679245283018868,-0.11792452830188671
DNN ESM2 3B - BLASTp,1e-21,2.1.1.57,17,0.7804878048780487,-0.13183915622940012
DNN ESM2 3B - BLASTp,1e-21,2.1.1.6,15,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,2.1.1.79,15,0.9375,-0.0708333333333333
DNN ESM2 3B - BLASTp,1e-21,2.1.1.8,15,0.9032258064516129,-0.006674082313681828
DNN ESM2 3B - BLASTp,1e-21,2.1.3.1,15,0.7142857142857142,-0.15428571428571414
DNN ESM2 3B - BLASTp,1e-21,2.1.3.12,15,0.9285714285714286,-0.03201970443349755
DNN ESM2 3B - BLASTp,1e-21,2.1.3.15,120,0.995850622406639,-0.008402923661869233
DNN ESM2 3B - BLASTp,1e-21,2.2.1.1,14,0.9333333333333333,-0.010256410256410331
DNN ESM2 3B - BLASTp,1e-21,2.3.1.101,14,1.0,-0.03703703703703698
DNN ESM2 3B - BLASTp,1e-21,2.3.1.109,14,1.0,-0.03703703703703698
DNN ESM2 3B - BLASTp,1e-21,2.3.1.117,41,1.0,-0.012345679012345734
DNN ESM2 3B - BLASTp,1e-21,2.3.1.174,14,0.962962962962963,-0.03988603988604
DNN ESM2 3B - BLASTp,1e-21,2.3.1.179,14,0.962962962962963,-0.029629629629629672
DNN ESM2 3B - BLASTp,1e-21,2.3.1.18,14,0.6956521739130435,-0.23411371237458195
DNN ESM2 3B - BLASTp,1e-21,2.3.1.197,15,0.8333333333333333,-0.02083333333333326
DNN ESM2 3B - BLASTp,1e-21,2.3.1.241,15,0.9285714285714286,-0.07142857142857151
DNN ESM2 3B - BLASTp,1e-21,2.3.1.242,15,0.9375,-0.03427419354838712
DNN ESM2 3B - BLASTp,1e-21,2.3.1.255,14,0.888888888888889,-0.042735042735042805
DNN ESM2 3B - BLASTp,1e-21,2.3.1.28,14,0.9655172413793104,-0.03218390804597704
DNN ESM2 3B - BLASTp,1e-21,2.3.1.43,14,0.9655172413793104,-0.036945812807881784
DNN ESM2 3B - BLASTp,1e-21,2.3.1.46,25,0.9803921568627451,-0.039215686274509776
DNN ESM2 3B - BLASTp,1e-21,2.3.1.47,72,0.979020979020979,-0.000297574765659836
DNN ESM2 3B - BLASTp,1e-21,2.3.1.48,32,0.9846153846153847,-0.03223443223443234
DNN ESM2 3B - BLASTp,1e-21,2.3.1.50,14,0.9333333333333333,-0.0367816091954023
DNN ESM2 3B - BLASTp,1e-21,2.3.1.51,23,0.8749999999999999,-0.017857142857142683
DNN ESM2 3B - BLASTp,1e-21,2.3.1.57,14,0.7096774193548386,-0.020022246941045596
DNN ESM2 3B - BLASTp,1e-21,2.3.1.74,25,0.8627450980392156,-0.039215686274509776
DNN ESM2 3B - BLASTp,1e-21,2.3.1.79,14,0.6923076923076924,-0.146853146853147
DNN ESM2 3B - BLASTp,1e-21,2.3.1.8,16,1.0,-0.032258064516129004
DNN ESM2 3B - BLASTp,1e-21,2.3.1.85,14,0.9285714285714286,-0.23291925465838514
DNN ESM2 3B - BLASTp,1e-21,2.3.1.94,14,0.7272727272727273,-0.18181818181818188
DNN ESM2 3B - BLASTp,1e-21,2.3.2.13,16,1.0,-0.032258064516129004
DNN ESM2 3B - BLASTp,1e-21,2.3.2.23,38,0.9866666666666666,-0.027762557077625538
DNN ESM2 3B - BLASTp,1e-21,2.3.2.26,24,0.9787234042553191,-0.022201665124884307
DNN ESM2 3B - BLASTp,1e-21,2.3.2.27,296,0.981450252951096,-0.0035967606171948274
DNN ESM2 3B - BLASTp,1e-21,2.3.3.10,20,0.975609756097561,-0.052532833020637826
DNN ESM2 3B - BLASTp,1e-21,2.4.1.1,18,1.0,-0.02857142857142858
DNN ESM2 3B - BLASTp,1e-21,2.4.1.10,15,0.896551724137931,-0.13793103448275867
