tool_name,fold,label,precision,recall,f1_score,identity
blast,0,1,0.9894599715774516,0.9822478250646602,0.9858407079646018,80
blast,0,2,0.9874766742691272,0.9842522939571796,0.9858618476888366,80
blast,0,3,0.986993892784438,0.977212922008846,0.9820790547193698,80
blast,0,4,0.9610012446411283,0.9627320587420338,0.9618658730708008,80
blast,0,5,0.9571819765994524,0.952912019826518,0.9550422255340288,80
blast,0,6,0.9855279249898083,0.9877425944841676,0.9866340169370472,80
blast,0,7,0.987045341305431,0.9905,0.9887696531070628,80
blast,0,1.1,0.9628036981294346,0.9558164354322304,0.9592973436161096,80
blast,0,1.10,0.9714285714285714,0.9026548672566372,0.9357798165137614,80
blast,0,1.11,0.9606879606879608,0.9287410926365796,0.9444444444444444,80
blast,0,1.12,0.9743589743589745,0.931372549019608,0.9523809523809524,80
blast,0,1.13,0.9717948717948718,0.9643765903307888,0.9680715197956578,80
blast,0,1.14,0.9778846153846154,0.97632,0.977101681345076,80
blast,0,1.15,0.9375,0.925925925925926,0.9316770186335404,80
blast,0,1.16,0.9716981132075472,0.9626168224299064,0.9671361502347416,80
blast,0,1.17,0.9080962800875274,0.9140969162995596,0.9110867178924258,80
blast,0,1.18,0.961783439490446,0.893491124260355,0.9263803680981596,80
blast,0,1.2,0.9471050750536096,0.965743440233236,0.9563334536268496,80
blast,0,1.20,0.925531914893617,0.9666666666666668,0.9456521739130436,80
blast,0,1.21,0.9047619047619048,0.926829268292683,0.9156626506024096,80
blast,0,1.3,0.9429892141756548,0.9226130653266332,0.9326898653797308,80
blast,0,1.4,0.94579945799458,0.9574759945130316,0.9516019086571234,80
blast,0,1.5,0.9328358208955224,0.9247842170160296,0.9287925696594428,80
blast,0,1.6,0.848605577689243,0.8949579831932774,0.8711656441717792,80
blast,0,1.7,0.9448275862068966,0.9426605504587156,0.9437428243398394,80
blast,0,1.8,0.9719350073855244,0.9467625899280576,0.9591836734693876,80
blast,0,1.9,0.9523809523809524,1.0,0.975609756097561,80
blast,0,1.97,0.9834710743801652,0.9596774193548387,0.9714285714285714,80
blast,0,2.1,0.986449864498645,0.9880977239507204,0.9872731066138116,80
blast,0,2.10,0.9375,0.8333333333333334,0.8823529411764706,80
blast,0,2.2,0.9736842105263158,0.9910714285714286,0.9823008849557524,80
blast,0,2.3,0.9781390134529148,0.9670268772513162,0.9725512052389576,80
blast,0,2.4,0.9892133649039726,0.9789117417339236,0.98403559277676,80
blast,0,2.5,0.9852539595849262,0.9772481040086674,0.9812347022028828,80
blast,0,2.6,0.9850885368126748,0.9777983348751156,0.9814298978644382,80
blast,0,2.7,0.9844652715367826,0.9887814313346228,0.986618630983016,80
blast,0,2.8,0.9832558139534884,0.9777983348751156,0.9805194805194806,80
blast,0,2.9,0.9710144927536232,1.0,0.9852941176470588,80
blast,0,3.1,0.9647248538601088,0.9545273234942162,0.9595989974937345,80
blast,0,3.11,1.0,0.9545454545454546,0.9767441860465116,80
blast,0,3.13,0.9629629629629628,0.9629629629629628,0.9629629629629628,80
blast,0,3.2,0.9772528433945756,0.971726837755546,0.9744820065430752,80
blast,0,3.3,0.8909090909090909,0.8596491228070176,0.875,80
blast,0,3.4,0.9863046044864228,0.9725261932479627,0.97936694021102,80
